﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
"7924","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","22","臺中市","大甲區","0","2","0","7","3","6","50","4","1","1","5","4","6","6","4","4","10","5","5","2","17","3","10","5","4","B03","7","9","1","8","2","2","","15","15","1","6","4","120.621823","24.348431","2"
"7925","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","24","臺中市","東區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","40","40","1","12","4","120.698757","24.132983","3"
"7926","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","24","臺中市","新社區","0","2","0","7","2","6","50","11","9","1","5","4","6","6","4","4","5","5","5","1","11","2","9","2","1","C01","7","9","1","9","2","14","","39","39","1","12","4","120.878813","24.127244","2"
"7927","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","31","臺中市","大安區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","10","5","5","1","11","3","10","3","1","B03","7","6","1","8","2","4","","12","12","1","6","4","120.586531","24.344421","2"
"7928","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","35","臺中市","大肚區","0","1","0","7","2","6","50","13","14","1","5","4","6","6","4","4","5","5","5","1","17","2","8","5","1","F01","7","9","7","21","1","12","","59","59","1","2","4","120.539578","24.155577","2"
"7929","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","39","臺中市","潭子區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","2","1","1","5","5","2","14","3","10","3","1","B03","7","2","1","8","2","3","","49","49","1","13","4","120.710704","24.203107","2"
"7930","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","39","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B01","","","1","","9","","","49","49","2","12","4","120.669267","24.166809","3"
"7931","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","44","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","8","8","1","13","4","120.667997","24.157001","3"
"7932","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","49","臺中市","南區","0","1","0","7","1","6","50","13","7","1","5","4","6","6","4","4","5","5","4","2","16","2","8","1","1","C03","7","6","1","10","2","12","","39","39","1","12","4","120.680917","24.12858","2"
"7933","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","52","臺中市","南區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","43","43","1","13","4","120.653666","24.1222","3"
"7934","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","57","臺中市","西區","0","0","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","119","1","","","120.662436","24.149175","3"
"7935","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","17","58","臺中市","太平區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","47","47","1","12","4","120.712915","24.157259","3"
"7936","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","1","臺中市","東區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B12","","","1","","2","","","84","84","1","12","4","120.703891","24.134159","3"
"7937","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","7","臺中市","清水區","0","1","0","7","3","6","40","13","8","1","5","4","6","6","4","4","1","4","4","1","19","2","9","1","1","C03","7","9","3","19","8","14","","59","59","1","12","4","120.538032","24.284775","2"
"7938","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","11","臺中市","大肚區","0","0","0","7","","","70","","","","","","","","","","","","","","","","","","","B01","","","1","","2","","","59","59","1","6","4","120.548549","24.142238","3"
"7939","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","14","臺中市","潭子區","0","1","0","6","1","6","30","4","1","1","5","4","6","6","3","1","10","5","5","2","15","2","8","2","1","C03","7","9","1","10","2","14","12","24","24","1","13","4","120.6863","24.216039","2"
"7940","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","17","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","50","50","1","13","4","120.649999","24.148201","3"
"7941","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","19","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","3","10","1","1","C03","7","9","1","10","1","12","","7","7","1","12","4","120.635377","24.150233","3"
"7942","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","24","臺中市","大里區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","84","84","1","12","4","120.684308","24.11706","3"
"7943","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","30","臺中市","新社區","0","0","0","7","3","6","30","13","9","1","5","4","6","6","4","4","5","5","5","2","12","3","10","5","4","B11","7","9","1","8","1","5","","8","8","1","13","4","120.816438","24.238311","3"
"7944","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","30","臺中市","神岡區","0","1","0","7","1","6","50","4","1","1","5","4","6","6","1","1","1","4","5","1","13","2","8","1","4","C03","7","9","1","10","2","11","","59","59","1","12","4","120.684348","24.246423","2"
"7945","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","30","臺中市","豐原區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","5","5","5","2","9","3","10","5","4","B03","7","2","1","8","2","3","","49","49","1","13","4","120.718689","24.252228","2"
"7946","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","32","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","C03","","","1","","9","","","84","84","2","13","4","120.686104","24.144846","3"
"7947","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","33","臺中市","西區","0","1","0","6","1","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","17","3","10","3","1","B01","7","1","1","4","2","1","","51","51","1","12","4","120.660142","24.146701","2"
"7948","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","39","臺中市","太平區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","51","51","1","12","4","120.720357","24.149069","3"
"7949","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","40","臺中市","清水區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","A04","","","1","","1","","","8","8","1","12","4","120.567944","24.276911","3"
"7950","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","43","臺中市","東區","0","2","0","7","2","6","50","4","1","1","5","4","6","6","4","4","5","5","5","2","16","3","10","5","4","B03","7","6","1","3","2","5","","48","48","1","13","4","120.708349","24.141288","2"
"7951","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","44","臺中市","潭子區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","2","1","10","5","5","2","16","3","10","3","1","B03","7","6","1","8","1","8","","48","48","1","13","4","120.707081","24.213287","2"
"7952","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","44","臺中市","西屯區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","2","1","10","5","5","2","12","3","10","5","4","B03","7","9","1","8","2","2","","8","8","1","12","4","120.645538","24.172396","2"
"7953","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","45","臺中市","大甲區","0","1","0","7","1","6","70","13","12","1","5","4","6","6","4","4","1","4","4","1","17","2","9","5","4","C03","7","9","1","10","2","11","","84","84","1","6","4","120.609191","24.327523","2"
"7954","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","51","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","9","","","8","8","1","12","4","120.660917","24.171543","3"
"7955","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","18","59","臺中市","潭子區","0","1","0","7","1","6","60","13","7","1","5","4","6","6","4","4","1","4","4","1","17","3","10","1","1","C03","7","9","5","19","9","16","","91","91","1","13","4","120.702519","24.188042","2"
"7956","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","2","臺中市","西區","0","2","0","7","1","6","50","4","1","1","5","4","6","6","1","1","10","5","5","1","17","2","9","5","4","C03","7","9","1","10","2","11","","7","7","1","12","4","120.665205","24.148052","2"
"7957","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","2","臺中市","北區","0","2","0","7","1","6","50","4","1","1","5","4","6","6","4","4","5","5","4","2","17","3","10","3","1","B03","7","11","1","8","2","8","","45","45","1","12","4","120.680126","24.148479","2"
"7958","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","11","臺中市","大里區","0","1","0","7","1","6","50","4","1","1","5","4","6","6","2","1","1","4","1","1","16","3","10","3","1","B03","7","5","1","8","2","3","","38","38","1","12","4","120.688062","24.094567","2"
"7959","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","15","臺中市","神岡區","0","0","0","7","","","1","","","","","","","","","","","","","","17","","","","","B03","","","1","","1","","","77","77","1","6","4","120.659452","24.25769","3"
"7960","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","18","臺中市","豐原區","0","1","0","7","1","6","50","4","1","1","5","4","6","6","2","1","1","4","4","2","12","3","10","3","1","B03","7","5","1","8","2","2","","8","8","1","12","4","120.72099","24.251854","2"
"7961","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","20","臺中市","北區","0","2","0","7","1","6","50","4","2","1","5","4","6","6","2","1","10","5","5","2","12","3","10","3","1","B03","7","9","1","8","2","2","","87","87","1","13","4","120.683521","24.1481","2"
"7962","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","20","臺中市","西屯區","0","0","0","7","","","30","","","","","","","","","","","","","","14","","","","","B03","","","1","","2","","","49","49","1","12","4","120.646901","24.181954","3"
"7963","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","40","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","C03","","","1","","1","","","84","84","1","12","4","120.640414","24.185047","3"
"7964","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","41","臺中市","西屯區","0","1","0","6","1","6","40","13","8","1","5","4","6","6","4","4","1","5","1","2","12","2","9","1","1","C03","7","9","1","10","2","11","","7","7","1","13","2","120.651706","24.161749","2"
"7965","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","43","臺中市","太平區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","48","48","1","12","4","120.719861","24.121236","3"
"7966","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","43","臺中市","烏日區","0","1","0","7","1","6","70","13","8","1","5","4","6","6","4","4","1","4","4","1","12","3","10","3","1","B01","7","15","1","4","2","16","","40","40","1","6","4","120.590588","24.113272","2"
"7967","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","19","46","臺中市","龍井區","0","2","0","7","1","6","50","4","1","1","5","4","6","6","1","1","5","5","5","2","16","2","9","2","1","C03","7","9","1","10","2","11","","59","59","1","12","4","120.582904","24.178829","2"
"7968","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","0","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","2","","","7","7","1","12","4","120.656624","24.200816","4"
"7969","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","10","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","","","","","","","","","8","8","1","","","120.653946","24.167681","3"
"7970","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","14","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","59","59","1","13","4","120.623057","24.140042","3"
"7971","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","25","臺中市","神岡區","0","1","0","7","2","6","30","13","9","1","5","4","6","6","4","4","10","5","5","2","18","2","9","2","1","C03","7","9","1","10","2","14","","84","84","1","6","2","120.68349","24.236059","2"
"7972","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","28","臺中市","新社區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","84","84","1","12","4","120.813996","24.191687","3"
"7973","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","30","臺中市","沙鹿區","0","0","0","7","","","40","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","84","84","1","12","4","120.569003","24.202276","3"
"7974","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","30","臺中市","豐原區","0","2","0","7","1","6","50","3","1","1","5","4","6","6","4","4","5","5","4","1","17","2","9","2","4","C03","7","6","1","10","2","14","","48","48","1","12","4","120.729674","24.250513","2"
"7975","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","35","臺中市","神岡區","0","1","0","7","1","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","17","2","9","2","1","C03","7","6","3","19","2","11","","23","23","1","6","4","120.699675","24.252765","2"
"7976","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","39","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","84","84","1","6","4","120.694408","24.166315","3"
"7977","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","52","臺中市","西區","0","2","0","7","1","6","40","4","2","1","5","4","6","6","4","4","10","5","5","2","17","2","9","2","1","C03","7","9","1","10","2","11","","84","84","1","13","4","120.673711","24.150926","2"
"7978","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","52","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","1","","","84","84","1","12","4","120.606473","24.192739","3"
"7979","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","54","臺中市","北區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","B03","","","1","","1","","","58","58","1","13","4","120.683294","24.14684","3"
"7980","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","56","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","59","59","1","12","4","120.694942","24.17128","3"
"7981","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","56","臺中市","西屯區","0","2","0","7","1","6","50","13","9","1","5","4","6","6","4","4","5","4","5","2","12","2","9","4","1","F01","7","7","7","21","2","12","","40","40","1","12","4","120.620455","24.183783","2"
"7982","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","20","59","臺中市","西屯區","0","1","0","6","1","6","50","5","1","1","5","4","6","6","2","1","10","5","5","2","12","2","9","1","1","C03","7","6","1","10","2","12","","1","1","1","13","4","120.665053","24.16679","2"
"7983","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","21","10","臺中市","沙鹿區","0","0","0","7","1","6","50","13","8","1","5","4","6","6","4","4","1","3","4","2","12","","","","","B03","","","1","","11","","","84","84","1","12","4","120.57037","24.21789","3"
"7984","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","21","19","臺中市","東區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","12","4","120.697284","24.148167","3"
"7985","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","21","30","臺中市","南區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","50","50","1","6","4","120.652615","24.112456","3"
"7986","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","21","31","臺中市","中區","0","2","0","7","1","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","16","3","10","5","4","B03","7","6","1","8","2","5","","11","11","1","13","4","120.678778","24.14719","2"
"7987","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","21","36","臺中市","北屯區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","B03","","","1","","1","","","58","58","1","6","4","120.713961","24.174438","3"
"7988","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","21","39","臺中市","潭子區","0","2","0","7","1","6","30","13","9","1","5","4","6","6","4","4","10","5","5","1","11","3","10","3","1","B03","7","1","1","8","2","5","","51","51","1","13","4","120.693502","24.205731","2"
"7989","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","21","45","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","59","59","1","12","4","120.646983","24.150252","3"
"7990","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","21","48","臺中市","太平區","0","0","0","7","","","50","","","","","","","","","","","","","","9","","","","","C03","","","1","","2","","","55","55","1","6","2","120.702811","24.155182","3"
"7991","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","22","8","臺中市","南屯區","0","1","0","7","1","6","50","13","7","1","5","4","6","6","4","4","5","5","4","2","17","3","10","3","1","B03","7","11","1","8","2","2","","45","45","1","12","4","120.612349","24.138067","2"
"7992","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","22","8","臺中市","龍井區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","7","7","1","6","4","120.587667","24.192147","3"
"7993","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","22","10","臺中市","大里區","0","2","0","7","1","6","50","3","1","1","5","4","6","6","1","1","10","5","5","2","17","2","9","5","4","C03","7","6","1","10","2","12","","84","84","1","13","4","120.686513","24.088498","2"
"7994","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","22","17","臺中市","太平區","0","1","0","7","1","6","50","13","9","1","5","4","6","6","4","4","9","4","5","2","16","3","10","2","1","C03","7","1","1","10","2","14","","51","51","1","13","4","120.718688","24.14232","2"
"7995","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","22","28","臺中市","神岡區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","40","40","1","13","4","120.691937","24.248174","3"
"7996","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","22","34","臺中市","西區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","7","7","1","6","4","120.673654","24.147872","3"
"7997","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","22","46","臺中市","潭子區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","7","1","13","4","120.70918","24.200926","3"
"7998","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","23","14","臺中市","北屯區","0","3","0","7","1","6","30","4","1","1","5","4","6","6","4","4","10","5","5","2","15","2","7","1","1","C03","7","9","2","19","2","14","","12","12","1","12","4","120.684471","24.173472","2"
"7999","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","23","15","臺中市","西屯區","0","2","0","7","1","6","30","4","1","1","5","4","6","6","3","1","10","5","5","2","15","2","9","5","4","C03","7","9","1","10","2","14","11","20","20","1","12","4","120.652323","24.163387","2"
"8000","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","23","34","臺中市","豐原區","0","1","0","7","1","6","30","13","9","1","5","4","6","6","4","4","10","5","5","2","12","2","9","1","1","C03","7","9","1","10","8","11","","8","8","1","12","4","120.72095","24.238552","2"
"8001","66000","387130000C","(04)23274275","(04)23288582","2026","2","21","23","45","臺中市","西區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","8","1","","","7","7","1","13","4","120.666563","24.146707","3"
"8002","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","0","21","臺中市","南屯區","0","1","0","7","1","6","50","4","1","1","5","4","6","6","3","1","10","5","5","2","15","2","9","1","1","C03","7","9","1","10","2","11","","12","12","1","13","4","120.648737","24.144905","2"
"8003","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","1","10","臺中市","北屯區","0","1","0","7","1","6","50","3","1","1","5","4","6","6","1","1","10","5","5","2","16","3","10","3","1","B01","7","9","1","4","2","8","","21","21","1","12","4","120.717502","24.167238","2"
"8004","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","1","15","臺中市","南區","0","2","0","7","1","6","50","3","1","1","5","4","6","6","4","4","1","2","5","2","16","3","10","3","1","B03","7","5","1","8","2","2","","14","14","1","13","4","120.664372","24.119058","2"
"8005","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","1","17","臺中市","北屯區","0","2","0","7","1","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","16","2","7","1","1","C03","7","9","1","10","2","11","","59","59","1","12","4","120.687486","24.17068","2"
"8006","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","1","45","臺中市","沙鹿區","0","1","0","7","1","6","50","4","9","1","5","4","6","6","4","4","4","4","5","2","11","2","8","2","1","C03","7","5","1","10","2","14","","84","84","1","12","4","120.580511","24.20976","2"
"8007","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","1","54","臺中市","大里區","0","1","0","7","1","6","50","13","9","1","5","4","6","6","4","4","5","5","5","1","17","2","9","1","1","C03","7","8","1","9","8","11","","84","84","1","13","4","120.680976","24.09465","2"
"8008","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","2","0","臺中市","大雅區","0","2","0","7","1","6","50","5","1","1","5","4","6","6","1","1","1","3","4","2","17","2","2","1","1","C03","7","6","1","10","2","14","","48","48","1","12","4","120.630657","24.240609","2"
"8009","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","2","0","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","14","","","","","B02","","","1","","1","","","49","49","1","13","4","120.67111","24.171649","3"
"8010","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","2","6","臺中市","西屯區","0","1","0","7","1","6","40","13","8","1","5","4","6","6","4","4","1","4","1","1","18","2","9","2","1","C03","7","9","1","10","2","14","","59","59","1","12","4","120.62691","24.158667","2"
"8011","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","2","20","臺中市","大雅區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","5","","2","","","7","7","1","12","4","120.648391","24.221011","3"
"8012","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","4","15","臺中市","西屯區","0","1","0","7","1","6","50","13","9","1","5","4","6","6","4","4","5","5","5","1","17","2","9","5","4","C03","7","9","1","10","2","11","14","82","82","1","12","4","120.652996","24.168588","2"
"8013","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","4","38","臺中市","大里區","0","0","0","7","","","60","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","7","7","1","6","4","120.687806","24.08571","3"
"8014","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","5","41","臺中市","沙鹿區","0","1","0","7","1","6","50","3","1","1","5","4","6","6","3","1","10","5","5","2","16","2","7","2","1","C03","7","11","1","10","2","11","","39","39","1","6","4","120.606226","24.247416","2"
"8015","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","6","26","臺中市","北區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","1","1","5","5","5","2","15","2","9","1","1","C03","7","9","1","10","2","11","","21","21","1","12","4","120.676567","24.160407","2"
"8016","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","6","34","臺中市","西屯區","0","2","0","7","2","6","50","3","1","1","5","4","6","6","1","1","10","5","5","1","13","2","9","2","1","C03","7","9","1","10","2","11","","59","59","1","12","4","120.647539","24.196508","2"
"8017","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","6","51","臺中市","南區","0","3","0","7","1","6","50","13","8","1","5","4","6","6","4","4","3","4","2","2","18","2","9","5","4","C03","7","9","1","10","2","11","","84","84","1","12","4","120.670681","24.119158","2"
"8018","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","7","4","臺中市","大肚區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","5","4","5","2","12","2","9","1","1","C03","7","8","1","10","2","14","","20","20","1","6","4","120.545446","24.150587","2"
"8019","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","7","5","臺中市","西屯區","0","0","0","7","","","70","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","84","84","1","12","4","120.614123","24.183851","3"
"8020","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","7","7","臺中市","南屯區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","4","4","5","4","5","1","17","2","9","2","1","C04","7","9","1","10","2","12","","85","85","1","13","4","120.649859","24.139491","2"
"8021","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","7","20","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","1","","","11","11","1","12","4","120.598861","24.192179","3"
"8022","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","7","51","臺中市","西區","0","2","0","7","2","6","40","13","8","1","5","4","6","6","2","1","1","4","4","2","13","2","9","1","1","C03","7","9","1","10","2","11","","7","7","1","13","4","120.664199","24.1544","2"
"8023","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","8","14","臺中市","大甲區","0","1","0","7","3","6","30","3","2","1","5","4","6","6","4","4","9","5","5","1","17","3","10","5","4","B03","7","5","1","8","2","4","","14","14","1","7","4","120.61505","24.347817","2"
"8024","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","8","20","臺中市","沙鹿區","0","0","0","7","","","50","","","","","","","","","","","","","","14","","","","","B03","","","1","","2","","","49","49","1","6","4","120.560706","24.236643","3"
"8025","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","8","27","臺中市","烏日區","0","0","0","7","","","40","","","","","","","","","","","","","","12","","","","","B12","","","1","","1","","","59","59","1","13","4","120.65376","24.089881","3"
"8026","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","8","39","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","1","","","50","50","1","12","4","120.638043","24.142404","3"
"8027","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","8","40","臺中市","烏日區","0","0","0","7","","","50","","","","","","","","","","","","","","16","","","","","B03","","","1","","2","","","11","11","1","6","4","120.589765","24.113398","3"
"8028","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","8","42","臺中市","大甲區","0","0","0","7","","","50","","","","","","","","","","","","","","16","","","","","C03","","","1","","2","","","7","7","1","6","4","120.655739","24.393293","3"
"8029","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","8","44","臺中市","西屯區","0","0","0","7","","","60","","","","","","","","","","","","","","13","","","","","B03","","","1","","2","","","7","7","1","13","4","120.655639","24.159198","3"
"8030","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","8","45","臺中市","東勢區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","50","50","1","12","4","120.830682","24.253281","3"
"8031","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","8","48","臺中市","大里區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","2","","","59","59","1","13","4","120.676994","24.09948","3"
"8032","66000","387130000C","(04)23274275","(04)23288582","2026","2","22","8","50","臺中市","北屯區","0","0","0","7","3","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","12","","","2","1","C03","7","9","1","10","1","","","84","84","1","6","4","120.715149","24.164191","4"
