﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
"1270","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","24","臺中市","后里區","0","0","0","7","3","6","50","3","2","1","5","4","6","6","4","4","10","5","5","2","15","3","10","3","1","B03","7","5","1","8","2","8","","24","24","1","13","4","120.709841","24.309089","3"
"1271","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","24","臺中市","豐原區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","40","40","1","13","4","120.750315","24.269231","3"
"1272","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","25","臺中市","清水區","0","1","0","7","3","6","50","3","1","1","5","4","6","6","4","4","5","5","5","1","10","2","8","1","1","F03","7","15","7","21","2","11","","4","4","1","12","4","120.574791","24.28323","2"
"1273","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","27","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","9","","","43","43","1","6","4","120.696165","24.166645","3"
"1274","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","27","臺中市","西屯區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","3","1","10","5","5","2","15","2","9","1","1","C03","7","9","1","10","2","14","","24","24","1","12","4","120.643652","24.192021","2"
"1275","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","28","臺中市","西區","0","2","0","6","2","6","50","4","1","1","5","4","6","6","4","4","8","5","5","2","16","2","9","2","1","C03","7","6","1","10","2","14","","14","14","1","12","4","120.670315","24.14071","2"
"1276","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","28","臺中市","太平區","0","1","0","7","2","6","50","5","1","1","5","4","6","6","1","1","5","5","5","1","16","2","9","2","1","C03","7","9","1","10","2","13","","39","39","1","12","4","120.734333","24.145313","2"
"1277","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","29","臺中市","南區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","12","3","10","3","1","B03","7","13","1","8","2","4","","76","76","1","12","4","120.669256","24.112706","2"
"1278","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","29","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","84","84","1","12","4","120.64346","24.165935","3"
"1279","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","31","臺中市","東區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","59","59","1","12","4","120.692319","24.151517","3"
"1280","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","35","臺中市","龍井區","0","0","0","7","","","40","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","85","85","1","6","4","120.564855","24.180327","4"
"1281","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","37","臺中市","西屯區","0","0","0","7","","3","80","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","12","4","120.629396","24.164107","3"
"1282","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","39","臺中市","潭子區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","40","40","1","13","4","120.69709","24.216474","3"
"1283","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","39","臺中市","北屯區","0","1","0","7","1","6","50","4","2","1","5","4","6","6","1","1","3","4","4","2","12","3","10","1","1","C03","7","6","1","10","2","13","","36","36","1","13","4","120.663453","24.185308","2"
"1284","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","40","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","30","","","","","B03","","","1","","2","","","8","8","1","12","4","120.651653","24.166791","4"
"1285","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","40","臺中市","大里區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","18","2","9","2","1","F03","7","9","7","21","2","12","","84","84","1","6","4","120.702973","24.096172","2"
"1286","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","40","臺中市","神岡區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","","","","","","","","","119","119","1","","","120.65018","24.274444","3"
"1287","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","41","臺中市","龍井區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","4","4","10","5","5","2","11","3","10","3","1","B03","7","9","1","8","2","1","","12","12","1","12","4","120.544197","24.180745","2"
"1288","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","43","臺中市","神岡區","0","0","0","7","2","6","50","13","7","1","5","4","6","6","1","1","1","4","4","2","17","3","10","3","1","B12","7","9","1","8","2","1","1","7","7","1","12","4","120.66233","24.271948","3"
"1289","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","47","臺中市","北區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","15","3","10","5","4","B03","7","9","1","8","2","2","","21","21","1","12","4","120.677176","24.165176","2"
"1290","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","47","臺中市","大里區","0","1","0","7","3","6","50","3","1","1","5","4","6","6","3","1","10","5","5","2","13","2","9","1","1","F03","7","9","7","21","2","11","","7","7","1","12","4","120.679857","24.074797","2"
"1291","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","50","臺中市","烏日區","0","0","0","7","","","60","","","","","","","","","","","","","","12","","","","","B03","","","1","","1","","","8","8","1","6","4","120.624731","24.099873","3"
"1292","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","55","臺中市","沙鹿區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","1","4","4","2","17","3","10","3","1","B03","7","11","1","8","2","6","","45","45","1","6","4","120.554636","24.21928","2"
"1293","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","56","臺中市","豐原區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","10","4","4","2","18","2","9","2","1","C03","7","9","1","10","2","15","","84","84","1","13","4","120.715987","24.244178","2"
"1294","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","8","59","臺中市","南屯區","0","1","0","7","2","6","40","13","8","1","5","4","6","6","4","4","5","5","4","1","9","3","10","2","1","C03","7","9","1","10","2","11","","7","7","1","13","4","120.615638","24.149426","2"
"1295","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","0","臺中市","南屯區","0","2","0","7","3","6","40","4","1","1","5","4","6","6","2","1","10","5","5","2","16","2","9","5","4","C03","7","6","1","10","2","14","","48","48","1","6","4","120.634053","24.158317","2"
"1296","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","2","臺中市","烏日區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","7","7","1","13","4","120.615087","24.1061","3"
"1297","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","5","臺中市","豐原區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","2","","","58","58","1","13","4","120.745156","24.270078","3"
"1298","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","6","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","9","","","84","84","2","13","4","120.66221","24.188417","3"
"1299","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","11","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","C03","","","1","","1","","","84","84","1","12","4","120.666928","24.175835","3"
"1300","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","12","臺中市","南屯區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","A32","","","1","","1","","","49","49","1","13","4","120.6343","24.112434","3"
"1301","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","14","臺中市","中區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","1","","","7","7","1","6","4","120.681147","24.145035","3"
"1302","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","14","臺中市","太平區","0","0","0","7","","3","80","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","84","84","1","12","4","120.716149","24.1531","3"
"1303","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","14","臺中市","烏日區","0","0","0","7","2","6","50","10","9","1","5","4","6","6","1","1","2","3","5","1","13","3","10","3","1","A12","7","1","1","6","1","1","","84","84","1","6","4","120.608963","24.112655","3"
"1304","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","14","臺中市","沙鹿區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","6","4","120.5626","24.233458","3"
"1305","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","14","臺中市","梧棲區","0","0","0","7","","","70","","","","","","","","","","","","","","12","","","","","C03","","","1","","2","","","7","7","1","6","4","120.555946","24.250687","3"
"1306","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","20","臺中市","烏日區","0","1","0","7","2","6","30","3","9","1","5","4","6","6","4","4","10","5","5","2","16","2","9","2","1","C03","7","9","1","10","2","12","","12","12","1","6","4","120.625864","24.103239","2"
"1307","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","21","臺中市","西屯區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","4","4","10","5","5","2","18","2","9","5","4","C03","7","9","1","10","2","12","","59","59","1","13","4","120.620406","24.187194","2"
"1308","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","24","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B12","","","1","","1","","","58","58","1","6","4","120.719049","24.162833","3"
"1309","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","24","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","7","7","1","12","4","120.690761","24.164965","4"
"1310","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","25","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B01","","","1","","1","","","50","50","1","6","4","120.672821","24.17472","3"
"1311","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","26","臺中市","西屯區","0","0","0","7","","","30","","","","","","","","","","","","","","15","","","","","C03","","","1","","2","","","12","12","1","12","4","120.605522","24.186446","3"
"1312","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","27","臺中市","西屯區","0","1","0","7","2","6","40","13","8","1","5","4","6","6","4","4","1","5","1","2","13","2","9","1","1","C03","7","9","1","9","2","11","","7","7","1","12","4","120.638225","24.159609","2"
"1313","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","29","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","8","8","1","13","4","120.691078","24.161476","3"
"1314","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","30","臺中市","西屯區","0","1","0","7","2","6","50","3","9","1","5","4","6","6","4","4","1","4","5","2","16","3","10","3","1","B03","7","5","1","8","2","5","","47","47","1","12","4","120.634829","24.17205","2"
"1315","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","32","臺中市","南屯區","0","0","0","7","3","6","50","13","9","1","5","4","6","6","4","4","5","5","5","2","14","","","","","C03","","","1","","1","","","49","49","1","12","4","120.653959","24.13911","3"
"1316","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","34","臺中市","梧棲區","0","1","0","7","3","6","30","3","1","1","5","4","6","6","3","1","10","5","5","2","15","2","9","1","1","C03","7","9","1","10","2","11","","24","24","1","6","4","120.55025","24.249129","2"
"1317","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","36","臺中市","南區","0","3","0","7","3","6","40","3","1","1","5","4","6","6","4","4","10","5","5","2","16","2","9","5","4","C03","7","5","1","10","2","12","","85","85","1","12","4","120.661216","24.121281","2"
"1318","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","37","臺中市","南區","0","0","0","7","","","30","","","","","","","","","","","","","","14","","","","","B03","","","1","","1","","","49","49","1","13","4","120.655506","24.115818","3"
"1319","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","41","臺中市","太平區","0","0","0","7","","","30","","","","","","","","","","","","","","15","","","","","C03","","","1","","2","","","12","12","1","12","4","120.705754","24.124725","3"
"1320","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","44","臺中市","西區","0","0","0","7","","","30","","","","","","","","","","","","","","14","","","","","B03","","","1","","2","","","49","49","1","13","4","120.654242","24.154345","3"
"1321","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","44","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","A11","","","1","","1","","","59","59","1","6","4","120.62288","24.140829","3"
"1322","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","44","臺中市","后里區","0","2","0","7","2","6","50","13","7","1","5","4","6","6","4","4","5","4","4","2","2","2","8","1","1","F03","7","9","7","21","2","12","14","84","84","1","6","4","120.711452","24.30607","2"
"1323","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","45","臺中市","北屯區","0","0","0","7","","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","119","119","1","","","120.73362","24.17235","3"
"1324","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","46","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","12","4","120.676565","24.157144","3"
"1325","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","46","臺中市","豐原區","0","1","0","7","2","6","50","13","8","1","5","4","6","6","4","4","5","5","4","2","17","2","9","2","1","C03","7","9","1","10","2","14","","84","84","1","13","4","120.709489","24.25034","2"
"1326","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","49","臺中市","潭子區","0","2","0","7","3","6","50","4","1","1","5","4","6","6","1","1","5","4","4","2","15","2","7","2","1","C03","7","9","1","10","2","11","14","21","21","1","13","4","120.703602","24.212746","2"
"1327","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","49","臺中市","北屯區","0","1","0","7","1","6","50","4","2","1","5","4","6","6","1","1","3","4","5","2","12","3","10","1","1","C03","7","9","1","10","2","12","","1","1","1","13","4","120.671304","24.173996","2"
"1328","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","50","臺中市","西區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","5","4","5","2","17","3","10","3","1","B03","7","5","1","8","2","6","","47","47","1","12","4","120.663724","24.14691","2"
"1329","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","50","臺中市","西屯區","0","0","0","7","","","40","","","","","","","","","","","","","","13","","","","","C03","","","1","","11","","","7","7","2","12","4","120.638699","24.15938","3"
"1330","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","51","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","11","","","","","C03","","","1","","9","","","71","71","2","12","4","120.602552","24.159685","3"
"1331","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","55","臺中市","南區","0","1","0","7","1","6","50","3","1","1","5","4","6","6","1","1","9","4","5","2","11","3","10","3","1","B03","7","6","1","8","2","8","","11","11","1","12","4","120.652755","24.121647","2"
"1332","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","56","臺中市","烏日區","0","0","0","7","","3","80","","","","","","","","","","","","","","","","","","","A12","","","1","","1","","","84","84","1","6","4","120.616521","24.107356","3"
"1333","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","9","58","臺中市","豐原區","0","1","0","7","2","6","50","5","1","1","5","4","6","6","4","4","10","5","5","2","17","2","7","1","1","C03","7","9","3","19","2","11","","21","21","1","13","4","120.714336","24.239369","2"
"1334","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","6","臺中市","龍井區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","84","84","1","12","4","120.585316","24.185028","3"
"1335","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","10","臺中市","大里區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","B03","","","1","","1","","","84","84","1","13","4","120.675751","24.079683","3"
"1336","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","10","臺中市","清水區","0","0","0","7","","","30","","","","","","","","","","","","","","16","","","","","B03","","","1","","2","","","14","14","1","12","4","120.555484","24.281814","3"
"1337","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","11","臺中市","西屯區","0","1","0","7","2","6","50","3","2","1","5","4","6","6","3","1","10","5","5","2","13","2","4","1","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.647716","24.166825","2"
"1338","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","14","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","84","84","1","13","4","120.692794","24.162343","3"
"1339","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","16","臺中市","北屯區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","50","50","1","12","4","120.692704","24.174275","3"
"1340","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","21","臺中市","東區","0","2","0","7","2","6","50","4","4","1","5","4","6","6","1","1","5","4","5","2","13","2","9","5","4","C03","7","9","1","10","2","11","14","7","7","1","12","4","120.689183","24.142353","2"
"1341","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","24","臺中市","北區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","B03","","","1","","1","","","51","51","1","12","4","120.667935","24.172768","3"
"1342","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","25","臺中市","北區","0","0","0","7","","","5","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","84","84","1","12","4","120.676764","24.163126","3"
"1343","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","26","臺中市","北屯區","0","0","0","7","","","30","","","","","","","","","","","","","","14","","","","","A11","","","1","","9","","","49","49","1","6","4","120.701835","24.168179","3"
"1344","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","29","臺中市","大雅區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B12","","","1","","1","","","50","50","1","12","4","120.664258","24.233542","3"
"1345","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","29","臺中市","北屯區","0","1","0","7","2","6","50","5","1","1","5","4","6","6","1","1","10","5","5","2","16","3","10","3","1","B03","7","5","1","8","2","2","","47","47","1","6","4","120.686278","24.188417","2"
"1346","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","29","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","16","","","","","B03","","","1","","1","","","59","59","1","13","4","120.639549","24.183668","3"
"1347","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","33","臺中市","豐原區","0","1","0","7","2","6","30","3","1","1","5","4","6","6","4","4","5","5","5","2","16","3","10","1","4","C03","7","6","1","10","2","14","14","12","12","1","13","4","120.71562","24.260152","2"
"1348","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","34","臺中市","神岡區","0","0","0","7","","","60","","","","","","","","","","","","","","17","","","","","A12","","","1","","1","","","45","45","1","12","4","120.680372","24.244634","3"
"1349","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","39","臺中市","北區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","4","4","10","5","5","2","15","3","10","3","1","B03","7","9","1","8","2","5","","12","12","1","13","4","120.695978","24.156712","2"
"1350","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","40","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","C03","","","1","","2","","","8","8","1","12","4","120.686481","24.147541","3"
"1351","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","42","臺中市","東勢區","0","2","0","7","2","6","50","13","8","1","5","4","6","6","4","4","1","4","4","2","17","2","9","2","1","C03","7","9","1","9","2","11","","7","7","1","12","4","120.820222","24.261101","2"
"1352","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","43","臺中市","西屯區","0","0","0","7","","","0","","","","","","","","","","","","","","14","","","","","B12","","","1","","2","","","49","49","1","12","4","120.634905","24.182116","3"
"1353","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","52","臺中市","南區","0","1","0","7","2","6","30","4","1","1","5","4","6","6","4","4","10","5","5","2","15","2","7","1","1","C03","7","9","1","10","1","11","","15","15","1","12","4","120.668268","24.124559","2"
"1354","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","54","臺中市","大雅區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","49","49","1","13","4","120.659128","24.212309","3"
"1355","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","54","臺中市","南屯區","0","1","0","7","2","6","40","4","1","1","5","4","6","6","1","1","3","4","4","2","17","2","9","1","1","C03","7","9","1","10","2","12","","21","21","1","13","4","120.652151","24.150783","2"
"1356","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","54","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","84","84","1","12","4","120.615905","24.17454","3"
"1357","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","57","臺中市","梧棲區","0","1","0","7","3","6","50","13","9","1","5","4","6","6","3","1","5","5","5","1","16","3","10","1","1","C03","7","6","1","10","2","14","","20","20","1","6","4","120.538839","24.250388","2"
"1358","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","10","59","臺中市","南區","0","0","0","7","","","50","","","","","","","","","","","","","","11","","","","","B03","","","1","","2","","","11","11","1","13","4","120.655248","24.129497","3"
"1359","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","0","臺中市","北屯區","0","2","0","7","2","6","50","13","8","1","5","4","6","6","4","4","9","4","4","2","17","3","10","3","1","B03","7","9","1","8","2","4","","76","76","1","6","4","120.694953","24.182219","2"
"1360","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","3","臺中市","烏日區","0","0","0","7","2","6","40","13","9","1","5","4","6","6","4","4","10","5","5","2","9","3","10","3","1","B03","7","2","1","8","1","6","","7","7","1","6","4","120.639093","24.105387","3"
"1361","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","5","臺中市","西屯區","0","1","0","7","2","6","50","4","9","1","5","4","6","6","1","1","5","5","5","1","13","3","10","3","1","B03","7","5","1","8","2","5","","59","59","1","12","4","120.651989","24.170015","2"
"1362","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","10","臺中市","豐原區","0","0","0","7","","","50","","","","","","","","","","","","","","25","","","","","B03","","","1","","2","","","84","84","1","13","4","120.702488","24.251289","3"
"1363","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","18","臺中市","霧峰區","0","0","0","7","","","40","","","","","","","","","","","","","","17","","","","","B03","","","1","","9","","","51","51","1","6","4","120.697239","24.064708","3"
"1364","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","18","臺中市","烏日區","0","0","0","7","","","70","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","6","4","120.606583","24.108469","3"
"1365","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","20","臺中市","西區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","2","1","10","3","5","2","12","2","9","2","1","C03","7","9","1","10","2","14","","42","42","1","12","4","120.677819","24.136918","2"
"1366","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","20","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B12","","","1","","1","","","7","7","1","12","4","120.64072","24.167869","3"
"1367","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","21","臺中市","西屯區","0","2","0","7","2","6","40","4","1","1","5","4","6","6","1","1","10","5","5","2","16","2","9","5","4","B12","7","9","1","8","2","8","","21","21","1","12","4","120.644251","24.194815","2"
"1368","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","22","臺中市","東區","0","1","0","7","3","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","16","3","10","2","1","C03","7","5","1","10","2","12","","14","14","1","5","4","120.684779","24.122236","2"
"1369","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","23","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","84","84","1","13","4","120.699758","24.186685","3"
"1370","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","25","臺中市","東區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","7","7","1","12","4","120.692484","24.138762","3"
"1371","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","27","臺中市","西區","0","1","0","7","2","6","50","4","7","1","5","4","6","6","2","1","5","4","4","2","17","2","7","6","1","F01","7","8","7","21","2","14","","85","85","1","12","4","120.671717","24.13683","2"
"1372","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","29","臺中市","南屯區","0","1","0","7","3","6","50","13","9","1","5","4","6","6","1","1","5","5","5","2","9","3","10","3","1","B03","7","6","1","8","2","1","","10","10","1","12","4","120.652206","24.148878","2"
"1373","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","29","臺中市","清水區","0","1","0","7","3","6","60","4","1","1","5","4","6","6","2","1","1","4","4","1","16","3","10","3","1","B03","7","5","1","8","2","6","","20","20","1","12","4","120.562815","24.263846","2"
"1374","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","30","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","1","","","51","51","1","12","4","120.616438","24.18861","3"
"1375","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","32","臺中市","梧棲區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","5","4","5","1","3","3","10","1","1","F02","7","9","7","21","2","11","","6","6","1","12","4","120.538295","24.247721","2"
"1376","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","33","臺中市","大里區","0","1","0","7","2","6","30","4","1","1","5","4","6","6","4","4","10","5","5","2","15","2","9","1","1","C03","7","9","1","10","2","11","","12","12","1","12","4","120.685349","24.112002","2"
"1377","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","33","臺中市","烏日區","0","1","0","7","2","3","40","10","9","1","5","4","6","6","4","4","10","5","5","1","20","2","9","2","1","C02","7","9","1","9","2","12","","59","59","1","6","4","120.617654","24.119815","2"
"1378","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","33","臺中市","大安區","0","1","0","7","3","6","50","13","14","1","5","4","6","6","4","4","9","5","5","1","9","3","10","5","4","B03","7","9","5","19","2","2","","84","84","2","6","4","120.584957","24.347965","2"
"1379","66000","387130000C","(04)23274275","(04)23288582","2026","2","4","11","40","臺中市","太平區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","7","7","1","12","4","120.708464","24.128683","3"
