﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分（類別）,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
988,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,9,58,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,59,1,13,4,120.665396,24.184269,3
989,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,1,臺中市,南屯區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,59,59,1,6,4,120.652188,24.143442,3
990,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,3,臺中市,沙鹿區,0,2,0,7,2,6,50,13,7,1,5,4,6,6,4,4,8,3,4,1,17,3,10,5,4,B03,7,6,1,8,2,4,,20,20,1,13,4,120.571164,24.238222,2
991,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,5,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C04,,,3,,1,,,84,84,1,12,4,120.691724,24.160224,3
992,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,5,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,59,1,12,4,120.721609,24.149116,3
993,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,10,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,2,,,51,51,1,6,4,120.704597,24.171323,4
994,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,14,臺中市,清水區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,1,1,9,3,5,1,17,3,10,3,1,B03,7,1,1,8,2,4,,51,51,1,12,4,120.55498,24.265881,2
995,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,15,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,13,4,120.649617,24.223776,3
996,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,16,臺中市,大里區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,1,4,4,1,16,3,10,1,1,C03,7,5,1,10,2,12,,84,84,1,13,4,120.695582,24.099581,2
997,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,18,臺中市,沙鹿區,0,1,0,7,2,6,50,11,9,1,5,4,6,6,4,4,5,5,5,2,11,3,10,3,1,B03,7,9,1,8,2,4,,8,8,1,6,4,120.565527,24.246488,2
998,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,23,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,4,3,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.735769,24.177877,2
999,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,24,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,1,2,,20,20,1,13,4,120.650892,24.130931,2
1000,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,24,臺中市,大里區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,8,,13,13,1,12,4,120.679644,24.112484,2
1001,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,29,臺中市,沙鹿區,0,1,0,7,3,6,50,13,7,1,5,4,6,6,4,4,4,5,4,2,17,4,11,2,1,C03,7,3,1,10,2,11,,50,50,1,12,4,120.567134,24.236739,2
1002,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,36,臺中市,大里區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,7,1,13,4,120.732415,24.088565,3
1003,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,36,臺中市,沙鹿區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,3,4,4,2,15,2,9,1,1,C03,7,9,1,10,2,12,,21,21,1,13,4,120.571046,24.258903,2
1004,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,38,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B01,,,1,,1,,,7,7,1,6,4,120.666537,24.136564,3
1005,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,41,臺中市,大甲區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,4,5,5,1,3,2,9,6,5,H01,8,16,7,21,10,17,,95,95,1,12,5,120.623782,24.345123,2
1006,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,45,臺中市,東區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,1,2,5,2,12,3,10,2,1,C03,7,9,1,10,2,14,,1,1,1,6,2,120.690381,24.131551,2
1007,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,45,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,13,4,120.718559,24.078466,3
1008,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,46,臺中市,沙鹿區,0,2,0,7,1,6,30,7,9,2,5,4,6,6,4,4,10,5,5,2,17,2,9,5,4,C03,7,9,1,10,2,14,,8,8,1,13,4,120.559437,24.241626,2
1009,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,58,臺中市,北屯區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,1,1,3,4,5,2,12,2,9,3,1,B03,7,9,1,8,2,2,,43,43,1,13,4,120.720961,24.170505,2
1010,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,10,59,臺中市,北屯區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,8,1,1,C03,7,9,1,10,2,11,,21,21,1,12,4,120.682216,24.169587,2
1011,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,0,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,20,,,,,B03,,,1,,3,,,59,59,1,12,4,120.697609,24.25127,3
1012,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,3,臺中市,大雅區,0,2,0,7,1,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,13,2,8,1,1,C03,7,12,1,10,2,11,,7,7,1,12,4,120.650161,24.227115,2
1013,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,5,臺中市,清水區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,2,5,2,12,2,8,2,1,C03,7,1,3,19,2,11,,51,51,1,13,4,120.571849,24.272158,2
1014,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,8,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,14,14,1,13,4,120.695321,24.168251,3
1015,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,9,臺中市,大雅區,0,1,0,7,3,6,70,3,9,1,5,4,6,6,1,1,9,4,4,1,16,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,13,4,120.623339,24.242221,2
1016,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,10,臺中市,北區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,6,1,9,2,14,,48,48,1,13,4,120.688113,24.151003,2
1017,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,13,臺中市,北屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,2,1,3,3,5,2,12,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.696748,24.169075,2
1018,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,14,臺中市,大雅區,0,1,0,7,1,6,60,4,1,1,5,4,6,6,1,1,1,4,4,1,17,3,10,3,1,A12,7,7,1,1,2,2,,40,40,1,13,4,120.648799,24.217945,2
1019,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,15,臺中市,西屯區,0,1,0,7,2,6,40,3,1,1,5,4,6,6,4,4,1,5,1,2,13,2,8,2,1,C03,7,9,1,10,1,11,,7,7,1,5,4,120.619652,24.180769,2
1020,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,21,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,43,43,1,12,4,120.702865,24.169587,3
1021,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,23,臺中市,大雅區,0,1,0,7,1,6,50,3,9,1,5,4,6,6,4,4,5,5,5,1,16,3,10,3,1,B03,7,5,1,8,2,7,,14,14,1,12,4,120.655928,24.224803,2
1022,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,26,臺中市,沙鹿區,0,3,0,7,2,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,16,2,8,1,1,C03,7,6,1,10,2,11,,48,48,1,6,4,120.568092,24.236835,2
1023,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,28,臺中市,清水區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,1,1,8,3,4,1,17,3,10,1,1,C03,7,9,1,10,2,11,,58,58,1,12,4,120.577067,24.27424,2
1024,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,30,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,84,84,1,13,4,120.615207,24.14802,3
1025,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,30,臺中市,豐原區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,17,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,6,4,120.716211,24.252984,2
1026,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,32,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,59,59,1,6,4,120.620494,24.342373,3
1027,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,33,臺中市,豐原區,0,1,0,7,2,6,40,5,1,1,5,4,6,6,1,1,5,5,4,2,12,3,10,5,4,C03,7,5,1,10,2,12,,47,47,1,13,4,120.721922,24.248839,2
1028,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,34,臺中市,西區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,12,12,1,12,4,120.659482,24.146698,3
1029,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,35,臺中市,清水區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,2,5,1,12,2,5,3,1,B03,7,13,1,8,2,4,,76,76,1,13,4,120.572262,24.268353,2
1030,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,37,臺中市,北屯區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,4,1,B11,7,14,1,3,2,4,,76,76,1,6,4,120.66761,24.18122,2
1031,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,37,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,40,40,1,12,4,120.647156,24.170751,3
1032,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,37,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,13,4,120.624383,24.178531,3
1033,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,45,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,6,4,120.702067,24.181992,3
1034,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,49,臺中市,北屯區,0,2,0,7,1,6,50,4,2,1,5,4,6,6,1,1,5,5,5,2,11,2,7,1,1,C03,7,6,1,10,2,11,,48,48,1,13,4,120.709636,24.174651,2
1035,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,50,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,7,1,5,4,120.577312,24.223168,3
1036,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,52,臺中市,梧棲區,0,1,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,16,,59,59,1,6,4,120.532681,24.254698,2
1037,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,54,臺中市,西屯區,0,2,0,7,2,6,50,3,2,2,5,4,6,6,1,1,10,5,5,2,17,2,9,1,4,C03,7,6,1,10,2,11,,84,84,1,13,4,120.608479,24.157348,2
1038,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,55,臺中市,北屯區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,11,,39,39,1,13,4,120.698333,24.172948,2
1039,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,57,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,C03,,,3,,2,,,51,51,1,12,4,120.727955,24.114071,3
1040,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,11,58,臺中市,東勢區,0,0,0,7,,,50,,,,,,,,,,,,,,35,,,,,C03,,,1,,1,,,87,87,1,12,4,120.831655,24.247897,3
1041,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,0,臺中市,梧棲區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,6,4,120.533321,24.271116,3
1042,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,3,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,4,5,4,1,15,2,9,1,1,C03,7,9,3,19,1,12,,21,21,1,6,4,120.693306,24.174806,2
1043,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,3,臺中市,大里區,0,0,0,7,,,80,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.690704,24.098029,3
1044,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,5,臺中市,大甲區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,3,10,5,4,B03,7,9,1,8,2,1,,15,15,1,6,4,120.638657,24.420157,2
1045,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,9,臺中市,北區,0,2,0,7,2,6,30,4,1,1,5,4,3,3,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,9,2,14,,12,12,1,12,4,120.681869,24.147582,2
1046,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,14,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,76,76,1,13,4,120.618004,24.188242,3
1047,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,16,臺中市,豐原區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,2,1,5,5,5,1,17,2,8,6,1,F02,7,15,7,21,2,12,,84,84,1,12,4,120.72039,24.240622,2
1048,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,19,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.645882,24.109969,4
1049,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,26,臺中市,霧峰區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,35,35,1,6,4,120.662843,24.061752,3
1050,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,38,臺中市,神岡區,0,0,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,1,12,,,,,B03,,,1,,1,,,8,8,1,12,4,120.699581,24.251082,3
1051,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,41,臺中市,東區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,4,5,2,17,3,10,1,1,C03,7,15,3,19,2,14,,8,8,1,12,4,120.694166,24.134788,2
1052,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,49,臺中市,潭子區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,15,15,1,13,4,120.701762,24.189546,3
1053,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,52,臺中市,東區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,12,2,9,1,1,C03,7,1,1,10,2,14,,51,51,1,12,4,120.687275,24.14059,2
1054,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,55,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,50,50,1,6,4,120.616652,24.34736,3
1055,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,58,臺中市,中區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,4,4,2,17,3,10,3,1,B03,7,1,1,8,2,4,,51,51,1,12,4,120.681746,24.139827,2
1056,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,12,59,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,59,59,1,13,4,120.597839,24.175472,3
1057,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,5,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,2,,,40,40,1,6,4,120.697056,24.169336,3
1058,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,10,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,9,,,,,C03,,,1,,1,,,7,7,1,12,4,120.694678,24.138791,3
1059,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,10,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,8,8,1,12,4,120.60987,24.138989,3
1060,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,10,臺中市,大甲區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,4,4,A12,7,11,1,3,2,16,,45,45,1,6,4,120.620299,24.344853,2
1061,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,11,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,119,119,1,,,120.668294,24.161707,3
1062,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,15,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,7,1,6,4,120.698705,24.142777,3
1063,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,15,臺中市,北屯區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,13,2,8,2,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.703106,24.169635,2
1064,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,25,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,39,39,1,12,4,120.664525,24.164136,3
1065,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,26,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,87,87,1,13,4,120.690699,24.093163,3
1066,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,31,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,84,84,1,9,4,120.659069,24.117107,3
1067,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,31,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,50,50,1,12,4,120.651887,24.161567,3
1068,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,33,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,49,49,1,6,4,120.589021,24.183305,3
1069,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,36,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,F02,7,9,7,21,2,11,,13,13,1,13,4,120.691035,24.155857,2
1070,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,42,臺中市,北屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,3,,20,20,1,13,4,120.685577,24.174551,2
1071,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,45,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,12,,,,,A12,,,1,,2,,,7,7,1,6,4,120.63391,24.066336,3
1072,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,46,臺中市,后里區,0,2,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,4,4,1,16,3,10,2,1,C03,7,5,1,10,2,12,,84,84,1,5,4,120.723861,24.315657,2
1073,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,52,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.614725,24.145272,3
1074,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,56,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,14,14,1,12,4,120.653277,24.127959,3
1075,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,13,59,臺中市,北屯區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,4,4,2,12,3,10,3,1,B12,7,7,1,8,2,7,,84,84,1,5,4,120.67445,24.188979,2
1076,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,0,臺中市,龍井區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,4,5,1,17,2,9,1,1,C03,7,15,1,10,2,11,,59,59,1,7,4,120.584316,24.182561,2
1077,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,0,臺中市,新社區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,85,85,1,13,4,120.829183,24.151345,3
1078,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,4,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,40,40,1,13,4,120.700404,24.249354,3
1079,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,5,臺中市,外埔區,0,1,0,7,2,6,40,4,1,1,5,4,6,6,4,4,10,4,5,1,15,3,10,3,1,B03,7,9,1,8,2,1,,15,15,1,8,4,120.68024,24.321057,2
1080,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,9,臺中市,梧棲區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,14,3,10,3,1,B03,7,2,1,8,2,3,,49,49,1,6,4,120.534455,24.253293,2
1081,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,13,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,12,4,120.670096,24.117585,3
1082,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,14,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,1,1,5,5,4,2,11,,,,,A12,,,1,,2,,,84,84,1,12,4,120.649991,24.13204,3
1083,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,25,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.649268,24.134811,3
1084,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,27,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,59,59,1,12,4,120.660529,24.157366,4
1085,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,27,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.675489,24.159461,3
1086,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,27,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,50,50,1,13,4,120.649528,24.151595,3
1087,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,28,臺中市,大里區,0,0,0,7,,,40,,,,,,,,,,,,,,16,,,,,F01,,,7,,2,,,11,11,1,13,4,120.692099,24.115637,3
1088,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,38,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,11,11,1,12,4,120.660083,24.156304,3
1089,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,42,臺中市,大雅區,0,1,0,7,1,6,30,4,1,1,5,4,6,6,4,4,10,5,5,1,15,3,10,3,1,B03,7,9,1,8,2,1,,12,12,1,12,4,120.668802,24.208991,2
1090,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,45,臺中市,太平區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,3,10,3,1,B03,7,9,3,19,2,1,,15,15,1,6,4,120.720476,24.156168,2
1091,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,46,臺中市,烏日區,0,1,0,7,3,6,50,13,24,1,5,4,6,6,1,1,1,4,4,1,12,3,10,3,1,B03,7,7,1,8,2,2,,8,8,1,6,4,120.636042,24.107186,2
1092,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,49,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,12,4,120.605599,24.193401,3
1093,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,49,臺中市,沙鹿區,0,2,0,7,2,6,40,4,1,1,5,4,6,6,1,1,3,5,4,2,15,2,9,1,1,C03,7,9,1,10,2,14,,4,4,1,13,4,120.570714,24.240975,2
1094,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,50,臺中市,新社區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,13,4,120.829165,24.151363,3
1095,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,52,臺中市,霧峰區,0,3,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,2,1,C03,7,9,1,10,2,11,,84,84,1,5,4,120.698686,24.064478,2
1096,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,53,臺中市,外埔區,0,0,0,7,,,50,,,,,,,,,,,,,,2,,,,,B03,,,1,,2,,,7,7,1,13,4,120.641144,24.338964,3
1097,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,14,56,臺中市,南屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,9,4,1,2,12,2,9,1,1,C04,7,9,1,10,2,11,,59,59,1,12,4,120.646416,24.126122,2
1098,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,15,0,臺中市,西區,0,1,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,F03,7,6,7,21,1,11,,14,14,1,12,4,120.662377,24.149015,2
1099,66000,387130000C,(04)23274275,(04)23288582,2025,04,3,15,4,臺中市,霧峰區,0,0,0,7,,,80,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,12,4,120.688192,24.058729,3
