﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
9460,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,40,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,48,48,1,12,4,120.615412,24.174493,3
9461,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,40,臺中市,沙鹿區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,2,1,C03,7,5,1,10,2,11,,12,12,1,6,4,120.570612,24.252679,2
9462,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,40,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,51,51,1,12,4,120.558936,24.270485,3
9463,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,40,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,50,50,1,6,4,120.623738,24.342539,4
9464,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,41,臺中市,南屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,1,4,5,2,12,2,9,1,1,C03,7,15,1,10,2,12,,8,8,1,12,4,120.646629,24.140096,2
9465,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,42,臺中市,大里區,0,0,0,7,,3,80,,,,,,,,,,,,,,13,,,,,B12,,,1,,2,,,7,7,1,12,4,120.690704,24.098029,3
9466,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,42,臺中市,豐原區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,5,5,5,1,16,2,9,1,1,C03,7,6,1,10,2,11,14,14,14,1,13,4,120.718798,24.268138,2
9467,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,45,臺中市,大里區,0,0,0,7,,3,80,,,,,,,,,,,,,,13,,,,,A05,,,1,,2,,,7,7,1,6,4,120.700624,24.119506,3
9468,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,46,臺中市,梧棲區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,6,4,120.532817,24.25985,2
9469,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,47,臺中市,南區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,2,9,1,1,C04,7,9,1,10,2,11,,7,7,1,6,4,120.649633,24.121286,2
9470,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,49,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,3,10,3,1,B03,7,9,1,8,2,8,,21,21,1,13,4,120.676567,24.160407,2
9471,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,49,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C01,,,1,,1,,,7,7,1,6,4,120.699484,24.16401,4
9472,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,50,臺中市,大肚區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,3,3,10,6,5,H04,8,20,7,21,2,16,,98,98,1,12,5,120.544931,24.155864,2
9473,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,8,51,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,8,8,1,12,4,120.665132,24.160464,3
9474,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,0,臺中市,梧棲區,0,1,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,1,1,C03,7,5,1,10,2,13,,14,14,1,6,4,120.557954,24.2422,2
9475,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,2,臺中市,西屯區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,4,1,2,17,3,10,5,4,B02,7,9,1,4,5,5,,7,7,1,13,4,120.653603,24.160643,2
9476,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,2,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,8,4,1,1,17,3,10,5,4,C03,7,6,1,10,2,11,,59,59,1,13,4,120.648931,24.174855,2
9477,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,5,臺中市,大雅區,0,2,0,7,3,6,50,3,2,1,5,4,6,6,4,4,10,5,5,1,17,2,9,1,1,C03,7,6,1,10,2,14,,14,14,1,12,4,120.649293,24.224831,2
9478,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,8,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,1,,,120.662845,24.152328,3
9479,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,12,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,13,4,120.716188,24.256428,3
9480,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,16,臺中市,東區,0,3,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,2,5,2,13,2,9,2,1,C03,7,9,1,10,2,12,,7,7,1,13,4,120.684016,24.132964,2
9481,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,17,臺中市,大里區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,3,10,3,1,B03,7,3,1,8,2,1,,50,50,1,12,4,120.687512,24.105412,2
9482,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,23,臺中市,北區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,3,1,B03,7,9,1,4,2,1,,12,12,1,12,4,120.671739,24.168767,2
9483,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,23,臺中市,大里區,0,0,0,7,,,30,,,,,,,,,,,,,,11,,,,,B03,,,1,,2,,,8,8,1,13,4,120.685291,24.113531,3
9484,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,24,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,5,4,C03,7,6,1,10,2,12,,11,11,1,12,4,120.619857,24.182752,2
9485,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,24,臺中市,西屯區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,1,4,5,2,12,3,10,5,4,C03,7,7,1,10,2,13,,40,40,1,13,4,120.647384,24.159428,2
9486,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,25,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,8,8,1,13,4,120.613822,24.235943,3
9487,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,34,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,8,8,1,12,4,120.681907,24.112856,3
9488,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,34,臺中市,豐原區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,8,8,1,13,4,120.718458,24.268266,3
9489,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,40,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B12,,,1,,9,,,84,84,1,12,4,120.632786,24.123904,3
9490,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,41,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,20,20,1,13,4,120.643445,24.078478,3
9491,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,48,臺中市,沙鹿區,0,2,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,3,3,1,B03,7,9,1,8,2,8,,12,12,1,12,4,120.565136,24.250441,2
9492,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,50,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,78,78,1,12,4,120.58096,24.168564,4
9493,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,51,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.666427,24.172701,3
9494,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,52,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B12,,,1,,2,,,7,7,1,6,4,120.590731,24.250139,3
9495,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,9,54,臺中市,西屯區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,1,1,8,3,5,1,17,2,9,5,4,C03,7,1,1,10,2,11,,51,51,1,12,4,120.665272,24.166822,2
9496,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,1,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,50,50,1,12,4,120.69915,24.122961,3
9497,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,6,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,8,8,1,13,4,120.70461,24.24906,3
9498,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,10,臺中市,北屯區,0,0,0,7,,3,80,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.721089,24.179259,3
9499,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,10,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,11,11,1,6,4,120.646617,24.110346,3
9500,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,13,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,119,119,1,,,120.620299,24.344853,3
9501,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,19,臺中市,沙鹿區,0,2,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,5,4,2,17,2,9,2,1,C03,7,6,1,10,2,14,,34,34,1,6,4,120.563728,24.237248,2
9502,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,22,臺中市,大里區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,5,4,5,2,16,3,10,1,1,C03,7,5,1,10,2,13,,14,14,1,12,4,120.695634,24.111232,2
9503,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,24,臺中市,大肚區,0,1,0,6,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,12,,12,12,1,6,4,120.545124,24.153369,2
9504,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,25,臺中市,霧峰區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,49,49,1,12,4,120.699546,24.063262,3
9505,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,26,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,12,12,1,13,4,120.724067,24.142406,3
9506,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,28,臺中市,西屯區,0,1,0,7,2,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,12,2,8,2,1,C03,7,6,1,10,2,14,,48,48,1,12,4,120.621932,24.186402,2
9507,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,30,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,A11,,,1,,2,,,7,7,1,13,4,120.646454,24.164454,3
9508,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,30,臺中市,大甲區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,18,2,9,1,1,C03,7,9,1,10,2,14,,58,58,1,6,4,120.621163,24.344316,2
9509,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,35,臺中市,大雅區,0,0,0,7,,,0,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,84,84,1,12,4,120.652705,24.226393,3
9510,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,35,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,30,,,,,B12,,,1,,2,,,59,59,1,12,4,120.614281,24.177009,3
9511,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,37,臺中市,太平區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,1,15,2,9,1,1,C03,7,15,1,10,2,11,,14,14,1,12,4,120.717879,24.128294,2
9512,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,47,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,51,51,1,12,4,120.686397,24.053442,3
9513,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,49,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,A12,,,1,,2,,,8,8,1,13,4,120.664905,24.273753,3
9514,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,51,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.68713,24.154385,3
9515,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,52,臺中市,北屯區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,3,1,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,24,24,1,6,4,120.698291,24.166786,2
9516,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,10,58,臺中市,北屯區,0,4,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,3,1,B03,7,9,1,8,2,1,,13,13,1,6,4,120.7225,24.170341,2
9517,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,0,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,2,,,59,59,1,6,4,120.674078,24.097499,3
9518,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,3,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,1,1,5,4,4,2,13,2,8,5,4,C03,7,9,1,10,2,11,,59,59,1,12,4,120.649683,24.167701,2
9519,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,4,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,12,4,120.686329,24.154677,3
9520,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,8,臺中市,北屯區,0,1,0,7,2,6,30,11,9,1,5,4,6,6,4,4,10,5,5,2,12,3,10,3,1,B12,7,9,1,7,2,4,,85,85,1,6,4,120.783623,24.17906,2
9521,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,9,臺中市,沙鹿區,0,1,0,7,2,6,40,5,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,5,,84,84,1,6,4,120.569303,24.237224,2
9522,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,10,臺中市,梧棲區,0,0,0,7,,,30,,,,,,,,,,,,,,15,,,,,B03,,,1,,1,,,15,15,1,6,4,120.531599,24.24049,3
9523,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,14,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,40,40,1,13,4,120.662806,24.272158,3
9524,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,16,臺中市,太平區,0,2,0,7,2,9,30,13,9,1,5,4,6,6,4,4,10,5,5,2,10,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.796564,24.100674,2
9525,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,18,臺中市,北區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,5,5,2,13,2,9,1,1,C02,7,9,1,9,2,11,,59,59,1,12,4,120.687636,24.166905,2
9526,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,19,臺中市,北區,0,0,0,7,,,0,,,,,,,,,,,,,,17,,,,,C03,,,7,,10,,,85,85,1,13,4,120.663583,24.161589,3
9527,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,19,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,A11,,,1,,1,,,84,84,1,12,4,120.623241,24.137107,3
9528,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,20,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C01,,,1,,2,,,8,8,1,13,4,120.749545,24.268486,4
9529,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,22,臺中市,豐原區,0,2,0,7,2,6,50,13,5,1,5,4,6,6,4,4,5,4,4,2,17,2,7,1,1,C03,7,6,1,10,2,14,,65,65,1,13,4,120.724038,24.247399,2
9530,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,25,臺中市,大里區,0,2,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,1,11,2,7,2,1,C03,7,6,1,10,2,11,,41,41,1,12,4,120.706699,24.092278,2
9531,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,27,臺中市,西區,0,1,0,7,2,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,5,4,C03,7,9,1,10,2,16,,85,85,1,12,4,120.669784,24.13844,2
9532,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,29,臺中市,潭子區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,49,49,1,13,4,120.712049,24.213565,3
9533,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,31,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,3,,2,,,84,84,1,12,4,120.688113,24.151003,3
9534,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,33,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,11,1,8,2,8,,45,45,1,12,4,120.652387,24.1333,2
9535,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,36,臺中市,西區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,59,59,1,13,4,120.658288,24.158113,3
9536,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,38,臺中市,南屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,15,2,9,1,1,C03,7,9,3,19,2,11,,21,21,1,13,4,120.64662,24.1468,2
9537,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,38,臺中市,龍井區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,17,2,8,5,4,C03,7,1,1,9,2,11,,20,20,1,6,4,120.592335,24.188401,2
9538,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,41,臺中市,新社區,0,2,0,7,3,6,40,3,1,1,5,4,6,6,4,4,9,5,5,1,16,2,9,5,4,C03,7,9,1,10,2,11,,6,6,1,12,4,120.797833,24.226818,2
9539,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,45,臺中市,南屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,4,5,2,12,2,9,1,1,C03,7,1,1,10,2,11,,51,51,1,12,4,120.649621,24.142731,2
9540,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,45,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,1,1,9,4,4,2,12,3,10,3,1,B03,7,7,1,8,2,5,,20,20,1,12,4,120.69183,24.100458,2
9541,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,48,臺中市,沙鹿區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,12,1,6,4,120.565136,24.250441,3
9542,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,51,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,9,4,5,2,17,3,10,3,1,B03,7,6,1,8,2,8,,14,14,1,12,4,120.66884,24.142036,2
9543,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,11,52,臺中市,太平區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,1,16,2,7,1,1,C03,7,6,1,10,2,12,,14,14,1,12,4,120.718743,24.126471,2
9544,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,0,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,A12,,,1,,1,,,51,51,1,12,4,120.659722,24.174689,3
9545,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,1,臺中市,南屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,2,1,7,4,5,2,17,2,8,1,1,C03,7,11,1,10,2,12,,39,39,1,12,4,120.646613,24.140964,2
9546,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,3,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,13,4,120.727174,24.166997,3
9547,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,8,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B02,,,1,,1,,,45,45,1,12,4,120.629946,24.145796,3
9548,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,8,臺中市,后里區,0,1,0,7,3,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,1,,14,14,1,6,4,120.735359,24.330558,2
9549,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,15,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,12,4,120.719534,24.178038,3
9550,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,18,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,40,40,1,12,4,120.616264,24.153565,3
9551,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,20,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.679388,24.173745,3
9552,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,25,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,18,18,1,6,4,120.739801,24.178845,3
9553,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,31,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,9,,,7,7,2,13,4,120.706328,24.129559,3
9554,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,33,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,7,1,1,C03,7,9,1,10,2,11,,15,15,1,6,4,120.677404,24.174849,2
9555,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,33,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B01,,,1,,1,,,7,7,1,6,4,120.624166,24.104072,3
9556,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,34,臺中市,南屯區,0,0,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,,,1,1,C04,7,6,1,11,2,12,,48,48,1,12,4,120.646763,24.153551,4
9557,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,34,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,15,,,,,B03,,,1,,1,,,13,13,1,12,4,120.623581,24.176904,3
9558,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,35,臺中市,沙鹿區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,12,2,9,2,1,C03,7,15,1,10,1,11,,84,84,1,6,4,120.574363,24.228067,2
9559,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,36,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,13,4,120.64403,24.136883,3
9560,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,40,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,8,8,1,6,4,120.692892,24.167951,3
9561,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,40,臺中市,大肚區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,A11,7,6,1,7,2,8,,25,25,1,6,4,120.577777,24.118276,2
9562,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,44,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,7,7,1,12,4,120.655016,24.115588,3
9563,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,44,臺中市,南屯區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,2,9,2,1,C03,7,1,1,10,2,12,,51,51,1,13,4,120.609997,24.141013,2
9564,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,45,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,6,4,120.652856,24.391231,3
9565,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,45,臺中市,豐原區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,14,,84,84,1,13,4,120.706277,24.244113,2
9566,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,49,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,11,11,1,5,4,120.610334,24.136308,4
9567,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,52,臺中市,大肚區,0,0,0,6,,,70,,,,,,,,,,,,,,,,,,,A12,,,1,,1,,,8,8,1,6,4,120.548517,24.142415,3
9568,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,54,臺中市,神岡區,0,0,0,7,1,6,50,5,2,1,5,4,6,6,1,1,1,5,5,1,13,,,,,A32,,,1,,2,,,7,7,1,12,4,120.664699,24.273367,3
9569,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,12,56,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.652963,24.167376,3
9570,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,13,0,臺中市,北屯區,0,2,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,12,,14,14,1,6,4,120.66631,24.183619,2
9571,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,13,1,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.709703,24.200927,3
9572,66000,387130000C,(04)23274275,(04)23288582,2025,11,24,13,1,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,84,84,1,6,4,120.67445,24.188979,4
