﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
285,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,19,45,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,7,7,1,13,4,120.6335,24.165967,3
286,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,19,49,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,3,,2,,,7,7,1,13,4,120.670378,24.162272,3
287,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,19,49,臺中市,霧峰區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,13,3,10,1,1,C03,7,9,1,10,2,12,,7,7,1,12,4,120.699792,24.064212,2
288,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,19,51,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,56,56,1,6,4,120.627714,24.351119,3
289,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,20,0,臺中市,西區,0,1,0,7,3,6,40,13,8,1,5,4,6,6,4,4,10,5,1,2,13,3,10,2,1,C03,7,9,1,10,1,11,,7,7,1,12,4,120.658789,24.156918,2
290,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,20,5,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,59,59,1,6,4,120.702604,24.24923,3
291,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,20,6,臺中市,南屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,2,9,3,1,B01,7,6,1,4,9,1,,84,84,1,13,4,120.623028,24.144953,2
292,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,20,6,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.688161,24.189335,3
293,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,20,13,臺中市,沙鹿區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,59,59,1,6,4,120.567597,24.203822,3
294,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,20,19,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,12,4,120.640218,24.173906,3
295,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,20,20,臺中市,西區,0,0,0,6,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,12,4,120.66515,24.153247,3
296,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,20,21,臺中市,東區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,6,,11,11,1,13,4,120.701456,24.138879,2
297,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,20,33,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,9,,,49,49,1,12,4,120.701635,24.179801,3
298,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,20,36,臺中市,大里區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,2,8,1,1,C03,7,11,1,10,2,11,,32,32,1,12,4,120.698084,24.094125,2
299,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,21,6,臺中市,西屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,2,9,5,4,C03,7,9,1,10,2,11,,59,59,1,12,4,120.622594,24.174775,2
300,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,21,7,臺中市,大里區,0,3,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,13,2,9,1,1,C03,7,9,1,10,2,15,,7,7,1,6,4,120.704834,24.087845,2
301,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,21,13,臺中市,太平區,0,1,0,6,1,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,17,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.712664,24.157572,2
302,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,21,22,臺中市,北區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,1,1,5,4,5,2,17,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.686037,24.146672,2
303,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,21,26,臺中市,北屯區,0,2,0,7,1,6,50,3,2,1,5,4,6,6,1,1,1,4,4,2,16,2,4,3,1,B03,7,7,1,8,2,5,,40,40,1,6,4,120.660865,24.191297,2
304,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,21,30,臺中市,新社區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,12,4,120.809072,24.24113,3
305,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,21,31,臺中市,北屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,1,5,4,2,13,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,12,4,120.721072,24.174065,2
306,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,21,40,臺中市,豐原區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,5,5,2,16,3,10,2,1,C03,7,6,1,10,2,12,,48,48,1,12,4,120.719171,24.248174,2
307,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,21,41,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,87,87,1,6,4,120.530153,24.253827,3
308,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,21,43,臺中市,大甲區,0,1,0,7,1,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,27,2,2,3,1,B03,7,9,1,8,2,5,,59,59,1,6,4,120.622459,24.360104,2
309,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,21,51,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,2,,,84,84,1,12,4,120.701964,24.245219,3
310,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,22,7,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,11,,,,,B03,,,1,,1,,,59,59,1,12,4,120.680044,24.19099,3
311,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,22,15,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,13,4,120.680847,24.149536,3
312,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,22,20,臺中市,西屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,5,4,B03,7,11,1,8,2,2,,84,84,1,12,4,120.636603,24.171149,2
313,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,22,25,臺中市,南屯區,0,0,0,7,1,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,12,,,,,B03,,,1,,9,,,84,84,2,12,4,120.61524,24.150025,3
314,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,22,35,臺中市,北區,0,3,0,7,1,6,50,4,2,1,5,4,6,6,2,1,10,5,5,2,12,2,9,2,1,C03,7,9,1,10,2,12,,7,7,1,13,4,120.682197,24.158928,2
315,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,22,35,臺中市,北屯區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,1,1,5,5,4,2,13,3,10,3,1,B03,7,9,3,19,2,5,,84,84,1,12,4,120.682456,24.195159,2
316,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,22,46,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,84,84,1,6,4,120.687427,24.135123,3
317,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,23,8,臺中市,北區,0,1,0,7,1,6,50,13,7,1,5,4,6,6,4,4,5,4,4,2,18,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.676226,24.159202,2
318,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,23,9,臺中市,南區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,8,5,4,C03,7,9,1,10,2,11,,21,21,1,12,4,120.657782,24.108938,2
319,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,23,33,臺中市,大里區,0,0,0,7,1,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,,,,,B03,,,1,,2,,,14,14,1,13,4,120.709131,24.111253,3
320,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,23,44,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,15,,,,,C03,,,1,,1,,,21,21,1,13,4,120.660102,24.164309,3
321,66000,387130000C,(04)23274275,(04)23288582,2025,11,1,23,55,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,6,4,120.538947,24.192839,3
322,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,0,6,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,A05,,,1,,9,,,8,8,1,6,4,120.680703,24.172843,3
323,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,0,15,臺中市,大肚區,0,1,0,7,1,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,14,,14,14,1,6,4,120.574257,24.16815,2
324,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,0,59,臺中市,南屯區,0,1,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,5,4,2,18,2,9,6,4,F01,7,9,7,21,2,11,,84,84,1,6,1,120.586319,24.141545,2
325,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,1,49,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,3,,11,,,7,7,1,13,4,120.578083,24.166619,3
326,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,2,6,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,21,,,,,B03,,,1,,2,,,61,61,1,12,4,120.636504,24.171683,3
327,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,2,10,臺中市,清水區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,3,1,5,5,4,2,17,3,10,3,1,B03,7,6,1,8,2,8,,24,24,1,12,4,120.55525,24.263176,2
328,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,2,36,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,84,84,1,12,4,120.677776,24.150185,3
329,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,2,40,臺中市,北區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,9,4,5,2,17,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,12,4,120.673217,24.155693,2
330,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,2,42,臺中市,南區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,2,1,3,2,4,2,12,2,9,2,1,C03,7,9,1,10,2,11,,84,84,1,13,4,120.663897,24.124894,2
331,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,3,8,臺中市,西屯區,1,1,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,4,1,2,23,2,9,1,4,C03,7,9,2,19,2,15,,84,84,1,13,4,120.646099,24.200973,1
332,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,4,24,臺中市,豐原區,0,0,0,6,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,56,56,1,12,4,120.706392,24.24837,3
333,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,4,37,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,8,,,,,B03,,,1,,1,,,8,8,2,13,4,120.632044,24.357104,3
334,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,5,15,臺中市,東區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,3,2,9,5,4,C03,7,9,1,9,2,11,,84,84,1,12,4,120.698054,24.144682,2
335,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,5,22,臺中市,霧峰區,0,2,0,6,3,6,30,3,1,1,4,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,14,,23,23,1,13,4,120.710833,24.079157,2
336,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,5,50,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,9,,,,,A05,,,1,,2,,,59,59,1,12,4,120.655392,24.174372,3
337,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,5,51,臺中市,大里區,0,1,0,6,3,6,50,13,9,1,5,4,6,6,4,4,1,4,4,1,30,,,,,,,,,,,,,119,119,1,,,120.695248,24.088916,2
338,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,5,56,臺中市,南屯區,1,0,0,7,2,6,50,4,1,1,5,4,6,6,2,1,5,4,4,2,15,1,9,2,1,C03,7,9,1,10,2,11,,24,24,1,12,4,120.641382,24.133396,1
339,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,6,32,臺中市,西區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,2,9,1,1,C03,7,1,1,10,1,14,,51,51,1,12,4,120.67267,24.152307,2
340,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,6,36,臺中市,豐原區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B12,7,9,1,3,2,2,,21,21,1,13,4,120.724223,24.230496,2
341,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,6,43,臺中市,大甲區,0,0,0,7,,,30,,,,,,,,,,,,,,30,,,,,B03,,,1,,9,,,84,84,1,6,4,120.641461,24.408978,3
342,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,7,7,臺中市,霧峰區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,6,3,19,11,14,,25,25,1,12,4,120.70017,24.07499,2
343,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,7,8,臺中市,太平區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,4,5,1,13,3,10,3,1,B03,7,9,1,1,2,5,,7,7,1,12,4,120.723841,24.133971,2
344,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,7,24,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,40,40,1,6,4,120.730588,24.177203,3
345,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,7,32,臺中市,南屯區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,25,25,1,12,4,120.62339,24.1497,3
346,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,7,47,臺中市,大里區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,5,4,C03,7,9,1,10,2,12,,84,84,1,13,4,120.693801,24.091876,2
347,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,7,48,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,49,49,1,13,4,120.718644,24.172186,3
348,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,7,59,臺中市,西屯區,0,3,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,12,2,9,5,1,C03,7,7,1,10,11,12,,8,8,1,12,4,120.652283,24.205667,2
349,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,8,3,臺中市,西屯區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,1,4,4,2,12,3,10,3,1,B03,7,7,1,8,2,2,,40,40,1,12,4,120.641082,24.173709,2
350,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,8,11,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,45,45,1,6,2,120.701979,24.142706,3
351,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,8,11,臺中市,豐原區,0,0,0,7,,,60,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,7,7,1,6,4,120.720043,24.236694,3
352,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,8,15,臺中市,西屯區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,2,1,10,3,5,2,13,2,9,5,4,C03,7,9,1,10,2,11,,7,7,1,13,4,120.654004,24.168311,2
353,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,8,36,臺中市,南屯區,0,3,0,6,2,6,50,3,2,1,5,4,6,6,4,4,10,5,5,2,17,2,5,1,1,C03,7,6,3,19,2,11,,14,14,1,6,4,120.611822,24.13827,2
354,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,8,36,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,16,,,,,C03,,,1,,1,,,51,51,1,12,4,120.726107,24.135225,3
355,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,8,48,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.687537,24.140092,3
356,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,8,53,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.718799,24.248161,3
357,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,0,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,3,,2,,,59,59,1,13,4,120.69236,24.102267,3
358,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,0,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,11,,,50,50,1,12,4,120.698945,24.067311,3
359,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,17,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,7,7,1,13,4,120.676316,24.163081,3
360,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,20,臺中市,沙鹿區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,12,4,120.559772,24.236877,3
361,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,22,臺中市,霧峰區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,8,8,1,12,4,120.700338,24.066593,3
362,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,39,臺中市,神岡區,0,0,0,7,,,40,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,12,12,1,13,4,120.678253,24.247528,3
363,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,43,臺中市,潭子區,0,1,0,7,3,6,50,12,13,1,5,4,6,6,4,4,5,5,5,1,18,2,9,4,1,F01,7,9,7,21,9,14,,84,84,1,13,4,120.698014,24.223267,2
364,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,46,臺中市,南屯區,0,2,0,7,2,6,50,5,2,1,5,4,6,6,1,1,10,5,5,2,18,2,9,1,1,C03,7,15,1,10,2,16,,59,59,1,12,4,120.637818,24.142107,2
365,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,46,臺中市,西屯區,0,2,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,12,,15,15,1,13,4,120.659006,24.163107,2
366,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,52,臺中市,北區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,5,4,B03,7,1,1,10,2,7,,51,51,1,13,4,120.693491,24.155255,2
367,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,52,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,6,4,120.623627,24.349654,3
368,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,9,53,臺中市,西屯區,0,2,0,7,2,6,40,4,1,1,5,4,6,6,2,1,10,5,5,2,12,2,8,1,1,C03,7,7,1,10,2,12,14,8,8,1,12,4,120.653258,24.160817,2
369,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,1,臺中市,西區,0,0,0,7,,,30,,,,,,,,,,,,,,9,,,,,B12,,,1,,1,,,73,73,1,13,4,120.658362,24.137221,3
370,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,4,臺中市,中區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,1,9,3,10,5,4,B03,7,6,1,8,2,1,,10,10,1,12,4,120.680613,24.146958,2
371,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,5,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,9,5,1,C03,7,9,1,10,2,14,,21,21,1,12,4,120.634613,24.164953,2
372,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,7,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,13,4,120.649642,24.216252,3
373,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,8,臺中市,新社區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,8,8,1,12,4,120.796975,24.193603,3
374,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,15,臺中市,太平區,0,3,0,7,2,6,50,3,2,1,5,4,6,6,4,4,5,2,4,1,16,2,8,1,1,C03,7,5,1,10,2,14,,13,13,1,12,4,120.735105,24.125415,2
375,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,18,臺中市,豐原區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,2,1,5,2,4,1,15,2,9,1,1,C03,7,9,1,10,2,11,,87,87,1,12,4,120.720237,24.240444,2
376,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,20,臺中市,北屯區,0,0,0,7,,,0,,,,,,,,,,,,,,12,,,,,C03,,,1,10,1,,,50,50,1,6,4,120.669603,24.176606,3
377,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,20,臺中市,北屯區,0,1,0,7,3,6,30,11,9,1,5,4,6,6,4,4,10,5,5,2,11,3,10,3,1,A12,7,15,1,7,2,4,,6,6,1,6,4,120.764411,24.184679,2
378,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,22,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,119,119,1,,,120.574806,24.272011,3
379,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,26,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,,,,,,,,,119,119,1,,,120.691746,24.162777,4
380,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,28,臺中市,北屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,4,1,B03,7,14,1,8,2,4,,76,76,1,6,4,120.672126,24.175637,2
381,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,51,臺中市,南區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,15,2,9,1,1,F03,7,9,7,21,2,11,,21,21,1,12,4,120.673,24.131266,2
382,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,51,臺中市,南區,0,1,0,7,3,6,50,4,9,1,5,4,6,6,2,1,5,5,5,2,14,3,10,5,4,B03,7,2,1,8,2,8,,49,49,1,6,4,120.681897,24.133974,2
383,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,10,56,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,6,4,120.693771,24.140581,3
384,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,2,臺中市,大甲區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,17,2,9,2,1,C03,7,1,3,19,2,11,,51,51,1,6,4,120.624865,24.349241,2
385,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,3,臺中市,神岡區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,4,4,5,5,5,1,16,2,1,1,4,F03,7,6,7,21,2,12,,39,39,1,12,4,120.659909,24.272307,2
386,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,10,臺中市,清水區,0,2,0,7,3,6,50,4,1,1,5,4,1,6,1,1,1,4,5,1,17,2,9,2,1,C03,7,9,1,10,2,14,,21,21,1,12,4,120.561063,24.26727,2
387,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,12,臺中市,太平區,0,2,0,7,2,6,50,5,1,1,5,4,6,6,1,1,3,4,4,1,16,2,9,2,1,C03,7,1,1,10,2,11,,51,51,1,12,4,120.713093,24.143591,2
388,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,16,臺中市,南區,0,2,0,7,3,6,50,4,19,1,5,4,6,6,2,1,10,5,5,2,3,3,10,3,1,B03,7,6,1,8,2,1,,10,10,1,6,4,120.667553,24.128048,2
389,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,24,臺中市,西屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,5,4,B03,7,6,1,8,2,2,,84,84,1,13,4,120.628603,24.162931,2
390,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,25,臺中市,北屯區,0,2,0,7,3,6,40,13,8,1,5,4,6,6,4,4,3,4,4,2,17,2,9,4,1,F01,7,9,7,21,1,12,,8,8,1,12,4,120.68657,24.188843,2
391,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,27,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,14,14,1,13,4,120.670034,24.168758,3
392,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,32,臺中市,大甲區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,6,4,120.639486,24.363147,2
393,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,33,臺中市,南區,0,1,0,7,3,6,50,4,9,1,5,4,6,6,4,4,5,5,5,2,16,3,10,5,4,B03,7,6,1,8,2,5,,14,14,1,6,4,120.671781,24.116649,2
394,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,35,臺中市,大里區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,5,4,C03,7,6,1,10,2,13,,84,84,1,13,4,120.701575,24.096124,2
395,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,42,臺中市,霧峰區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,13,,,,,B03,,,1,,2,,,59,59,1,6,4,120.702633,24.069957,3
396,66000,387130000C,(04)23274275,(04)23288582,2025,11,2,11,50,臺中市,西區,0,0,0,7,,,30,,,,,,,,,,,,,,30,,,,,B11,,,1,,1,,,84,84,1,12,4,120.656306,24.152075,3
