﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分（類別）,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
3255,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,10,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,8,8,1,6,4,120.583421,24.179761,3
3256,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,11,臺中市,清水區,0,1,0,7,3,6,70,13,12,1,5,4,6,6,2,1,1,4,4,1,17,3,10,3,1,B03,7,7,1,8,2,6,,20,20,1,12,4,120.596946,24.306064,2
3257,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,13,臺中市,豐原區,0,1,0,7,2,6,50,13,8,1,5,4,3,6,4,4,9,5,4,2,16,3,10,5,4,B03,7,6,1,8,2,1,,20,20,1,13,4,120.714643,24.250582,2
3258,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,15,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,13,4,120.658078,24.158828,3
3259,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,15,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,6,4,120.56498,24.123065,3
3260,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,18,臺中市,東勢區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,12,4,120.829797,24.252081,3
3261,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,20,臺中市,西屯區,0,0,0,7,3,6,60,3,7,1,5,4,6,6,2,1,1,4,1,2,14,,,,,A11,,,1,,1,,,88,88,1,12,4,120.615446,24.183038,3
3262,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,21,臺中市,西屯區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,8,5,4,F03,7,6,7,21,2,14,,14,14,1,12,4,120.662095,24.172734,2
3263,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,24,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,5,4,F03,7,14,7,21,2,12,,84,84,1,12,4,120.667949,24.16042,2
3264,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,25,臺中市,清水區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,50,50,1,12,4,120.574866,24.268414,3
3265,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,26,臺中市,東區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,9,4,5,2,16,3,10,3,1,B03,7,6,1,8,2,2,,48,48,1,12,4,120.707015,24.136384,2
3266,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,28,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,5,4,5,2,15,3,10,3,1,B03,7,4,1,8,2,2,,35,35,1,13,4,120.647552,24.155605,2
3267,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,28,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,51,51,1,13,4,120.614963,24.146931,3
3268,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,31,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,12,4,120.697856,24.169827,3
3269,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,35,臺中市,北屯區,0,0,0,7,,,80,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,13,4,120.66593,24.20112,3
3270,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,36,臺中市,西區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,2,1,10,5,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,13,4,120.671826,24.14217,2
3271,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,37,臺中市,大里區,0,1,0,7,3,6,60,5,2,1,5,4,6,6,1,1,10,5,5,2,13,3,10,3,1,B03,7,5,1,8,2,5,,22,22,1,12,4,120.681354,24.10489,2
3272,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,40,臺中市,南屯區,0,1,0,7,3,6,60,4,1,1,5,4,6,6,1,1,1,2,1,2,16,3,10,3,1,B03,7,5,1,8,2,2,,38,38,1,12,4,120.62317,24.149955,2
3273,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,42,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B12,,,1,,2,,,49,49,1,6,4,120.622978,24.103413,3
3274,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,46,臺中市,霧峰區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,8,8,1,13,4,120.696057,24.064557,3
3275,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,48,臺中市,豐原區,0,1,0,7,2,6,60,13,7,1,5,4,6,6,4,4,1,4,4,2,13,3,10,3,1,B03,7,9,1,8,2,5,2,7,7,1,6,4,120.71648,24.263703,2
3276,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,51,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,9,,,39,39,1,13,4,120.711179,24.206514,3
3277,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,51,臺中市,東區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,12,4,120.697677,24.150765,2
3278,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,55,臺中市,西區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,9,1,10,2,11,,21,21,1,12,4,120.657537,24.152486,2
3279,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,10,55,臺中市,南區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,2,5,5,2,12,2,9,2,1,C03,7,9,1,10,2,12,,7,7,1,6,4,120.650805,24.120104,2
3280,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,1,臺中市,東勢區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B12,7,6,1,8,2,1,,11,11,1,12,4,120.826771,24.262095,2
3281,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,2,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,7,1,13,4,120.682418,24.165305,3
3282,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,3,臺中市,太平區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,9,2,11,14,12,12,1,12,2,120.72387,24.129845,2
3283,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,3,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,51,51,1,6,4,120.609206,24.355917,3
3284,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,10,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.536243,24.252648,3
3285,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,11,臺中市,龍井區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,A12,,,1,,1,,,40,40,1,6,4,120.573431,24.185513,3
3286,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,12,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,59,59,1,12,4,120.675422,24.133556,3
3287,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,16,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,12,4,120.675954,24.127739,4
3288,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,16,臺中市,西屯區,0,0,0,7,3,3,40,13,17,1,5,4,6,6,4,4,1,4,5,1,13,,,,,B03,,,1,,2,,,84,84,1,12,4,120.628694,24.16298,3
3289,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,21,臺中市,東區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,2,1,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,13,12,36,36,1,12,4,120.694383,24.142767,2
3290,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,22,臺中市,南區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,2,1,1,5,5,2,17,2,9,2,1,C03,7,9,1,10,2,16,,84,84,1,5,4,120.668681,24.129364,2
3291,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,23,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,8,1,,,84,84,1,13,4,120.657265,24.141255,3
3292,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,23,臺中市,東區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,3,1,1,C03,7,6,1,10,1,11,,39,39,1,12,4,120.696239,24.147958,2
3293,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,24,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,12,4,120.583747,24.181491,3
3294,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,27,臺中市,神岡區,0,0,0,7,,,30,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,6,6,1,13,4,120.663348,24.282685,3
3295,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,30,臺中市,北屯區,0,1,0,7,3,6,25,4,1,1,5,4,6,6,4,4,10,5,5,2,15,3,10,3,1,B12,7,9,1,8,2,4,,6,6,1,6,4,120.701879,24.167529,2
3296,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,30,臺中市,東勢區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,84,84,1,12,4,120.862672,24.166084,3
3297,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,31,臺中市,太平區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,5,5,5,2,13,2,8,2,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.732402,24.141232,2
3298,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,35,臺中市,西區,0,0,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,,,,,C03,,,1,,5,,,15,15,1,13,4,120.670311,24.135237,3
3299,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,35,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B12,,,1,,2,,,49,49,1,6,4,120.713989,24.105923,3
3300,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,38,臺中市,南區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,9,4,5,2,12,2,9,1,1,C03,7,9,1,10,2,11,14,7,7,1,12,4,120.652766,24.117995,2
3301,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,39,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.658221,24.227726,3
3302,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,39,臺中市,西區,0,2,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,15,15,1,13,4,120.660894,24.149686,2
3303,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,39,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,12,4,120.721482,24.149395,3
3304,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,40,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,7,7,1,6,4,120.579471,24.218511,3
3305,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,40,臺中市,東勢區,0,0,0,7,,,60,,,,,,,,,,,,,,30,,,,,B03,,,1,,2,,,84,84,1,12,4,120.802457,24.29781,3
3306,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,42,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,49,49,1,6,4,120.638443,24.085,3
3307,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,44,臺中市,東區,0,1,0,7,2,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,12,,85,85,1,12,4,120.692483,24.147958,2
3308,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,44,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,39,39,1,12,4,120.69651,24.169835,3
3309,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,44,臺中市,烏日區,0,0,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,14,3,10,3,1,B03,7,2,1,7,9,6,,49,49,1,6,4,120.640452,24.102889,3
3310,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,45,臺中市,清水區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,8,8,1,12,4,120.547311,24.27524,3
3311,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,47,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,13,4,120.725904,24.176158,3
3312,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,50,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,84,84,1,13,4,120.681131,24.157654,3
3313,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,50,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.656236,24.198226,3
3314,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,51,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B11,,,1,,1,,,5,5,1,6,4,120.61524,24.147704,3
3315,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,53,臺中市,豐原區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,1,17,3,10,3,1,B03,7,6,1,8,2,5,,14,14,1,13,4,120.729224,24.234113,2
3316,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,11,56,臺中市,北區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,3,3,10,3,1,B03,7,6,1,8,2,5,,10,10,1,12,4,120.675219,24.161579,2
3317,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,0,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,50,50,1,13,4,120.609786,24.191753,3
3318,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,0,臺中市,大甲區,0,1,0,7,3,6,50,3,9,1,5,4,6,6,4,4,5,5,5,1,17,3,10,5,4,A41,7,5,1,1,2,5,,4,4,1,6,4,120.659132,24.38309,2
3319,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,2,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,12,4,120.671418,24.145425,3
3320,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,2,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,49,49,1,12,4,120.686818,24.133855,3
3321,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,3,臺中市,潭子區,0,2,0,7,2,6,50,11,9,1,5,4,6,6,4,4,10,3,5,1,11,2,9,1,1,C03,7,9,1,10,2,14,,4,4,1,13,4,120.71087,24.193652,2
3322,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,5,臺中市,西屯區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,58,58,1,12,4,120.637453,24.178286,2
3323,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,7,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,2,,,8,8,1,13,4,120.615369,24.183119,3
3324,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,10,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,2,3,10,3,1,B03,7,9,1,8,1,2,,8,8,1,12,4,120.665331,24.174056,2
3325,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,12,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,12,4,120.659687,24.157317,3
3326,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,12,臺中市,東區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,2,1,C03,7,9,5,10,2,11,,12,12,1,12,4,120.696225,24.147128,2
3327,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,13,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B01,,,1,4,1,,,84,84,1,6,4,120.689639,24.185458,3
3328,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,17,臺中市,西屯區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,1,1,5,5,4,2,13,3,10,3,1,B03,7,9,1,8,2,1,,59,59,1,12,4,120.60674,24.169144,2
3329,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,18,臺中市,太平區,0,1,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,1,1,8,2,1,,51,51,1,6,4,120.722857,24.117454,2
3330,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,20,臺中市,清水區,0,1,0,7,3,6,40,5,1,1,5,4,6,6,1,1,1,4,5,1,17,3,10,3,1,A31,7,5,1,1,9,16,,84,84,1,12,4,120.547096,24.275668,2
3331,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,22,臺中市,大雅區,0,1,0,7,2,6,0,13,9,1,5,4,6,6,4,4,5,4,5,1,28,,,,,,,,,,,,,118,118,1,,,120.66825,24.214974,2
3332,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,27,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,20,20,1,13,4,120.67855,24.148559,3
3333,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,27,臺中市,后里區,0,0,0,7,2,6,40,3,1,1,5,4,6,6,4,4,5,5,5,2,17,3,10,3,1,B03,7,5,1,8,2,6,,8,8,1,12,4,120.724526,24.308595,3
3334,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,28,臺中市,大雅區,0,0,0,7,2,6,40,3,2,1,5,4,6,6,1,1,5,5,4,1,12,3,10,1,1,C03,7,9,1,10,1,14,,84,84,1,13,4,120.640693,24.219125,3
3335,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,28,臺中市,北區,0,1,0,7,2,6,50,13,8,1,5,4,3,6,4,4,10,4,4,2,17,2,8,5,4,C03,7,9,1,10,2,12,,84,84,1,12,4,120.68061,24.157321,2
3336,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,28,臺中市,西屯區,0,0,0,7,3,6,50,13,8,1,5,4,6,6,4,4,1,4,1,2,12,,,,,B03,,,1,,2,,,40,40,1,12,4,120.626562,24.177614,3
3337,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,28,臺中市,太平區,0,1,0,7,3,6,40,3,1,1,5,4,6,6,4,4,10,5,5,2,12,3,10,3,1,B03,7,11,1,8,2,8,,45,45,1,6,4,120.728942,24.103463,2
3338,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,31,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,9,,,,,B03,,,1,,9,,,49,49,1,6,4,120.682949,24.169481,3
3339,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,38,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,14,14,1,12,4,120.626558,24.115446,3
3340,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,39,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,7,7,1,6,4,120.698033,24.147964,3
3341,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,41,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,40,40,1,12,4,120.614414,24.174747,3
3342,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,42,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,13,4,120.685814,24.15593,3
3343,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,43,臺中市,西屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,17,3,10,3,1,B03,7,5,1,8,2,16,,11,11,1,12,4,120.647847,24.196114,2
3344,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,44,臺中市,北屯區,0,2,0,7,2,6,50,5,9,1,5,4,6,6,2,1,5,4,5,2,17,2,9,2,1,C03,7,6,1,10,2,11,,39,39,1,12,4,120.676307,24.20125,2
3345,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,46,臺中市,大里區,0,0,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,14,,,,,B03,,,1,,2,,,50,50,1,6,4,120.693135,24.083283,3
3346,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,50,臺中市,后里區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,47,47,1,6,4,120.721688,24.308936,3
3347,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,52,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,3,,2,,,49,49,1,6,4,120.722412,24.157466,3
3348,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,12,57,臺中市,大里區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,4,3,2,18,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,6,4,120.672289,24.084447,2
3349,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,0,臺中市,西屯區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,5,5,4,2,13,3,10,3,1,B03,7,9,1,8,1,1,,59,59,1,13,4,120.661527,24.165098,2
3350,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,2,臺中市,東區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,5,4,2,18,2,9,2,1,C03,7,9,1,10,2,12,,85,85,1,12,4,120.698342,24.138927,2
3351,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,3,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,2,,,7,7,1,12,4,120.655448,24.199854,3
3352,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,3,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.602581,24.183259,3
3353,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,3,臺中市,霧峰區,0,0,0,7,,,30,,,,,,,,,,,,,,25,,,,,A11,,,1,,2,,,8,8,1,6,4,120.714226,24.077345,3
3354,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,8,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,1,13,3,10,3,1,B03,7,5,1,4,1,6,,41,41,1,12,4,120.637283,24.173182,2
3355,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,9,臺中市,大甲區,0,1,0,7,2,6,60,4,1,1,5,4,6,6,1,1,1,4,5,1,16,3,10,3,1,B03,7,5,1,8,2,5,,85,85,1,6,4,120.618151,24.415731,2
3356,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,10,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B01,,,1,,2,,,7,7,1,12,4,120.697475,24.216795,3
3357,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,10,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,13,4,120.673769,24.155966,3
3358,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,10,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,13,4,120.650307,24.164686,4
3359,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,20,臺中市,潭子區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,84,84,1,13,4,120.677575,24.212496,3
3360,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,25,臺中市,大里區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,5,5,1,16,3,10,3,1,B03,7,6,5,19,2,4,,42,42,1,13,4,120.703579,24.096008,2
3361,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,27,臺中市,北屯區,0,1,0,7,1,6,50,13,8,1,5,4,6,6,4,4,5,4,4,2,13,2,9,1,1,C02,7,7,1,9,2,11,,84,84,1,13,4,120.724913,24.158596,2
3362,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,30,臺中市,沙鹿區,0,0,0,7,2,6,,13,21,4,5,4,6,6,4,4,1,5,5,2,14,,,,,,,,,,,,,49,49,1,,,120.574125,24.226586,3
3363,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,30,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,48,48,1,6,4,120.720033,24.262173,3
3364,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,38,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C02,,,1,,2,,,84,84,1,12,4,120.68138,24.154309,3
3365,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,47,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,12,4,120.661923,24.197158,3
3366,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,47,臺中市,西屯區,0,0,0,7,3,6,50,13,7,1,5,4,6,6,1,1,1,2,1,2,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.649447,24.162637,3
3367,66000,387130000C,(04)23274275,(04)23288582,2025,02,10,13,47,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,50,50,1,6,4,120.6401,24.096196,3
