﻿﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分_類別,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
9684,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,7,52,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,6,4,120.633248,24.124221,3
9685,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,7,52,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.622214,24.178963,3
9686,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,7,52,臺中市,烏日區,0,0,0,7,,,80,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.61785,24.108776,3
9687,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,7,52,臺中市,豐原區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,5,4,5,1,17,3,10,1,4,C03,7,5,1,10,2,12,,84,84,1,12,4,120.724427,24.229043,2
9688,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,7,52,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,2,,,,,B12,,,1,,2,,,84,84,1,12,4,120.657039,24.256866,3
9689,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,7,53,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,58,58,1,12,4,120.663624,24.200713,3
9690,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,7,53,臺中市,外埔區,0,1,0,7,3,6,40,13,9,1,5,4,6,6,4,4,10,5,5,1,14,3,10,3,1,A41,7,2,1,3,2,3,,49,49,1,6,4,120.707488,24.345238,2
9691,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,7,55,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,51,51,1,12,4,120.703311,24.157048,3
9692,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,7,58,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,51,51,1,5,4,120.658858,24.125866,4
9693,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,0,臺中市,大雅區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,17,3,10,1,1,C03,7,6,3,19,2,11,,39,39,1,12,4,120.65639,24.22032,2
9694,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,0,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,84,84,1,6,4,120.628682,24.136579,3
9695,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,2,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,12,4,120.674373,24.137219,3
9696,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,3,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,12,4,120.712571,24.25548,4
9697,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,8,臺中市,南屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,9,4,5,2,16,3,10,3,1,B03,7,6,1,8,2,4,,59,59,1,12,4,120.651312,24.141001,2
9698,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,9,臺中市,太平區,0,2,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,7,6,1,F01,7,9,7,21,2,12,,15,15,1,12,4,120.73284,24.111111,2
9699,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,9,臺中市,烏日區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,11,2,7,6,4,F01,7,9,7,21,2,16,,84,84,1,13,4,120.607275,24.109399,2
9700,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,10,臺中市,北區,0,0,0,7,2,6,50,4,2,1,5,4,6,6,1,1,5,4,4,2,17,3,10,1,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.675673,24.168716,3
9701,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,14,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,59,59,1,12,4,120.61523,24.147544,3
9702,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,15,臺中市,東區,0,0,0,7,,,80,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,7,1,6,4,120.708419,24.134347,3
9703,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,15,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,7,7,1,12,4,120.721002,24.113852,3
9704,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,16,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.673773,24.165153,3
9705,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,17,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,20,20,1,13,4,120.709538,24.14052,3
9706,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,17,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.717212,24.188038,3
9707,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,20,臺中市,潭子區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,2,1,10,5,5,2,17,2,9,2,1,C03,7,6,1,10,2,11,,84,84,1,12,4,120.686781,24.210318,2
9708,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,20,臺中市,大雅區,0,0,0,7,,,70,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,7,7,1,13,4,120.63045,24.240983,3
9709,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,20,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,59,59,1,6,4,120.653142,24.14453,3
9710,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,20,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,59,59,1,13,4,120.662517,24.200756,3
9711,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,21,臺中市,霧峰區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B12,7,5,1,8,2,1,,11,11,1,6,4,120.692794,24.058438,2
9712,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,24,臺中市,大雅區,0,1,0,7,3,9,30,3,2,1,5,4,6,6,4,4,10,5,5,1,17,3,10,3,1,B03,7,6,1,8,2,8,,20,20,1,12,4,120.66199,24.229647,2
9713,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,25,臺中市,太平區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,12,4,120.712901,24.129298,3
9714,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,25,臺中市,大甲區,0,0,0,7,,,70,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,1,1,1,12,4,120.617952,24.338119,3
9715,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,27,臺中市,南區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,13,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,12,4,120.66216,24.130553,2
9716,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,28,臺中市,南區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.662067,24.130446,2
9717,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,28,臺中市,北屯區,0,3,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,16,2,9,1,1,C03,7,6,1,10,2,12,,39,39,1,13,4,120.690925,24.171078,2
9718,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,28,臺中市,大里區,0,2,0,7,2,6,50,13,8,1,5,4,6,6,4,4,9,5,4,2,17,2,9,5,4,C03,7,9,3,19,2,12,,59,59,1,12,4,120.712615,24.100276,2
9719,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,29,臺中市,南屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,2,9,1,1,C03,7,9,1,10,1,11,13,7,7,1,6,4,120.653363,24.140214,2
9720,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,30,臺中市,大雅區,0,0,0,7,,,70,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,40,40,1,13,4,120.63045,24.240983,3
9721,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,30,臺中市,大里區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,4,4,1,16,3,10,3,1,B03,7,5,1,8,2,6,,14,14,1,12,4,120.696475,24.106221,2
9722,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,34,臺中市,北區,0,3,0,7,2,6,50,4,2,1,5,4,6,6,3,1,10,5,5,2,17,2,9,2,1,C03,7,9,1,10,2,11,,24,24,1,13,4,120.673972,24.145982,2
9723,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,36,臺中市,西屯區,0,1,0,7,2,6,0,3,1,1,5,4,6,6,1,1,10,5,5,2,15,3,10,3,1,B03,7,1,1,8,2,8,,51,51,1,12,4,120.641187,24.165007,2
9724,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,37,臺中市,西區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,6,1,9,2,11,,11,11,1,13,4,120.67253,24.131787,2
9725,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,37,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,3,3,5,2,16,3,10,3,1,B03,7,5,1,8,2,2,,47,47,1,12,4,120.640839,24.141282,2
9726,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,38,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,12,4,120.672721,24.1359,3
9727,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,39,臺中市,西區,0,1,0,7,3,6,40,13,8,1,5,4,6,6,4,4,1,4,1,2,13,3,10,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.657857,24.15764,2
9728,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,40,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,7,7,1,12,4,120.661754,24.150685,3
9729,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,41,臺中市,神岡區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,3,10,3,1,B03,7,9,3,19,2,5,,7,7,1,12,4,120.699541,24.25103,2
9730,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,43,臺中市,大里區,0,0,0,7,,,30,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,14,14,1,13,4,120.686994,24.117379,3
9731,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,45,臺中市,沙鹿區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,4,2,13,2,9,1,1,C03,7,9,1,10,2,12,,7,7,1,12,4,120.568274,24.254578,2
9732,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,46,臺中市,西屯區,0,2,0,7,2,6,60,4,1,1,5,4,6,6,1,1,5,5,4,2,12,2,9,2,1,C03,7,9,1,10,2,14,,8,8,1,12,4,120.661414,24.165008,2
9733,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,46,臺中市,沙鹿區,0,2,0,7,2,6,50,4,2,1,5,4,6,6,4,4,8,3,5,1,17,2,9,5,4,C03,7,11,1,10,2,12,,39,39,1,13,4,120.566633,24.236157,2
9734,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,48,臺中市,大雅區,0,0,0,7,,,0,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,51,51,1,12,4,120.672136,24.215437,3
9735,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,49,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,50,50,1,12,4,120.720309,24.265396,3
9736,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,50,臺中市,南屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,5,5,2,12,3,10,3,1,B03,7,5,1,8,2,5,,84,84,1,12,4,120.632269,24.123241,2
9737,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,52,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,12,4,120.70738,24.215513,3
9738,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,55,臺中市,西屯區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,3,5,1,13,2,7,2,4,C03,7,9,1,10,2,11,,59,59,1,12,4,120.643786,24.165618,2
9739,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,55,臺中市,西屯區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,5,1,2,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.643474,24.164767,2
9740,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,56,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,59,59,1,12,4,120.690122,24.147387,3
9741,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,8,58,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B12,,,1,,2,,,49,49,1,6,4,120.633308,24.071854,3
9742,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,0,臺中市,太平區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B13,,,1,,2,,,84,84,1,12,4,120.725104,24.109983,3
9743,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,1,臺中市,大里區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,12,2,9,5,4,F01,7,9,7,21,2,11,,84,84,1,13,1,120.675377,24.115228,2
9744,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,4,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,5,,2,,,7,7,1,12,4,120.70916,24.250305,3
9745,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,5,臺中市,大甲區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,4,1,18,2,9,1,1,C03,7,9,1,10,3,12,,7,7,1,6,4,120.615852,24.334932,2
9746,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,10,臺中市,西屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,9,5,4,C03,7,9,1,10,2,12,,21,21,1,13,4,120.637546,24.185697,2
9747,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,12,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.667513,24.179744,3
9748,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,17,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B13,,,1,,2,,,8,8,1,6,4,120.62339,24.1497,3
9749,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,18,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B02,,,1,,2,,,49,49,1,12,4,120.711188,24.157547,3
9750,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,22,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,A11,,,1,,1,,,7,7,1,6,4,120.621458,24.179985,3
9751,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,23,臺中市,西區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,1,17,3,10,5,4,B03,7,6,1,8,2,5,,20,20,1,12,4,120.666989,24.129951,2
9752,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,23,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,6,4,120.681151,24.121184,3
9753,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,28,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B12,,,1,8,2,,,49,49,1,13,4,120.66423,24.153266,3
9754,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,31,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,12,4,120.605863,24.192978,3
9755,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,34,臺中市,東區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,5,4,B01,7,5,1,8,4,2,,11,11,1,13,4,120.690009,24.137917,2
9756,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,40,臺中市,北區,0,1,0,7,2,6,40,4,2,1,5,4,6,6,1,1,1,4,4,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.67499,24.148993,2
9757,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,40,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,13,4,120.673635,24.151592,3
9758,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,41,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,C03,,,3,,1,,,7,7,1,12,4,120.642539,24.17756,3
9759,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,43,臺中市,南屯區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,12,2,9,2,4,C03,7,5,3,19,2,14,,6,6,1,6,4,120.587488,24.166791,2
9760,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,44,臺中市,大里區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,3,4,5,1,12,2,9,1,1,C03,7,4,1,10,2,12,,8,8,1,12,4,120.694385,24.089217,2
9761,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,46,臺中市,神岡區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,2,1,10,5,5,2,15,3,10,5,4,B12,7,9,1,8,9,2,,84,84,1,12,4,120.665064,24.273725,2
9762,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,53,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,13,4,120.642843,24.164716,3
9763,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,9,57,臺中市,西屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,1,4,C03,7,6,1,10,2,14,,11,11,1,12,4,120.661264,24.171529,2
9764,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,0,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,A12,,,1,,1,,,84,84,1,12,4,120.7377,24.255952,3
9765,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,1,臺中市,霧峰區,0,2,0,7,2,6,40,13,8,1,5,4,6,6,4,4,3,4,4,1,18,2,9,2,1,C03,7,9,1,9,2,12,,59,59,1,6,4,120.693553,24.035506,2
9766,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,6,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,40,40,1,12,4,120.652796,24.139986,3
9767,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,21,臺中市,神岡區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,20,2,9,3,1,B12,7,6,1,8,2,1,,84,84,1,6,4,120.69663,24.254298,2
9768,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,22,臺中市,北區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,8,3,5,1,17,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,13,4,120.676043,24.158979,2
9769,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,25,臺中市,東區,0,2,0,7,3,6,50,4,9,1,5,4,6,6,1,1,3,5,5,2,17,2,9,5,4,F03,7,4,7,21,2,15,,84,84,1,6,4,120.693541,24.147928,2
9770,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,37,臺中市,龍井區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.586062,24.186276,3
9771,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,40,臺中市,龍井區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,17,2,9,1,1,C03,7,1,1,10,2,14,,51,51,1,6,4,120.582176,24.176758,2
9772,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,44,臺中市,沙鹿區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,4,2,12,3,10,3,1,B03,7,7,1,8,2,5,,40,40,1,13,4,120.559939,24.23858,2
9773,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,46,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,12,4,120.660614,24.12361,3
9774,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,48,臺中市,西屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,2,9,5,4,C03,7,1,3,19,2,11,,84,84,1,13,4,120.640118,24.179234,2
9775,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,50,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,13,4,120.568512,24.236786,3
9776,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,51,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,3,,2,,,21,21,1,13,4,120.722108,24.195406,3
9777,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,52,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,12,4,120.665393,24.143109,3
9778,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,57,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,12,4,120.66204,24.16307,3
9779,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,10,59,臺中市,東勢區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,51,51,1,12,4,120.823389,24.26189,3
9780,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,0,臺中市,外埔區,0,1,0,7,2,6,40,3,2,1,5,4,6,5,4,4,4,4,4,1,17,3,10,3,1,B03,7,1,1,8,2,8,,12,12,1,12,4,120.638782,24.341792,2
9781,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,4,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,A12,,,1,,9,,,59,59,1,6,4,120.728109,24.17876,3
9782,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,5,臺中市,后里區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,49,49,1,13,4,120.738402,24.317081,3
9783,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,8,臺中市,西區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,3,2,9,6,5,H01,8,16,7,21,10,17,,95,95,1,13,5,120.681849,24.13599,2
9784,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,8,臺中市,南屯區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,12,4,120.628533,24.128597,3
9785,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,8,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,12,4,120.524985,24.212267,3
9786,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,13,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,7,7,1,12,4,120.664444,24.161343,3
9787,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,14,臺中市,霧峰區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,12,4,120.662516,24.060355,3
9788,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,15,臺中市,東勢區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,1,12,2,9,5,4,C03,7,9,1,10,2,14,,41,41,1,13,4,120.827586,24.258794,2
9789,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,29,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,A12,,,1,,9,,,49,49,1,12,4,120.593574,24.180513,3
9790,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,29,臺中市,豐原區,0,2,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,5,4,2,13,2,9,2,1,C03,7,9,1,10,2,11,,5,5,1,12,4,120.718147,24.253482,2
9791,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,30,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,50,50,1,12,4,120.639769,24.166093,3
9792,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,30,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B12,,,1,,2,,,49,49,1,6,4,120.717155,24.132595,3
9793,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,32,臺中市,中區,0,0,0,7,2,6,50,4,2,1,5,4,6,6,1,1,10,4,5,2,17,,,,,B03,,,1,,1,,,51,51,1,13,4,120.680692,24.138637,3
9794,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,32,臺中市,和平區,0,1,0,7,3,6,30,13,9,1,5,4,6,6,4,4,5,5,5,1,16,3,10,5,1,G02,7,1,7,21,5,17,,51,51,1,7,4,121.259884,24.264657,2
9795,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,37,臺中市,沙鹿區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,4,2,12,3,10,3,1,B01,7,9,1,3,2,2,,8,8,1,12,4,120.559375,24.235995,2
9796,66000,387130000C,(04)23274275,(04)23288582,2025,03,25,11,40,臺中市,大雅區,0,2,0,7,3,6,50,3,9,1,5,4,6,6,4,4,10,5,5,2,17,2,8,2,1,C03,7,6,1,10,2,12,,14,14,1,12,4,120.657089,24.224914,2
