﻿﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分_類別,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
3860,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,19,臺中市,豐原區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,58,58,1,13,4,120.703387,24.243594,3
3861,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,20,臺中市,石岡區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,6,1,8,2,4,,14,14,1,12,4,120.80391,24.273054,2
3862,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,23,臺中市,西區,0,0,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,,,,,A42,,,1,,1,,,84,84,1,13,4,120.666058,24.152648,3
3863,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,24,臺中市,東勢區,0,1,0,7,2,6,30,3,2,1,5,4,6,6,4,4,10,5,5,2,11,3,10,3,1,B12,7,9,1,8,2,8,,84,84,1,12,4,120.826816,24.258393,2
3864,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,25,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,76,76,1,6,4,120.556962,24.211938,3
3865,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,25,臺中市,沙鹿區,0,1,0,7,3,6,50,13,7,1,5,4,3,6,4,4,5,5,4,2,12,2,8,2,1,C03,7,9,1,10,2,14,,84,84,1,4,4,120.570139,24.237405,2
3866,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,28,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,59,59,1,12,4,120.69515,24.166788,3
3867,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,30,臺中市,大雅區,0,1,0,7,2,6,60,3,8,1,5,4,6,6,1,1,1,4,4,1,17,,,,,,,21,,,,,,86,86,2,,,120.646598,24.222949,2
3868,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,30,臺中市,大雅區,0,1,0,7,2,6,0,13,9,1,5,4,6,6,4,4,5,5,5,1,17,3,10,3,1,B12,7,13,1,8,2,4,,76,76,1,13,4,120.654977,24.219024,2
3869,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,30,臺中市,北區,0,3,0,7,3,9,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,5,4,C03,7,9,2,19,2,12,,20,20,1,13,4,120.689347,24.161565,2
3870,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,30,臺中市,豐原區,0,0,0,7,,,60,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,6,4,120.705443,24.236947,3
3871,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,32,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,9,5,5,2,17,3,10,3,1,B03,7,5,1,8,2,2,,25,25,1,13,4,120.623497,24.149515,2
3872,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,32,臺中市,太平區,0,1,0,7,2,6,40,13,9,1,5,4,6,6,4,4,9,5,5,2,18,2,9,5,4,C03,7,9,2,19,2,14,,59,59,1,4,4,120.703622,24.12161,2
3873,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,33,臺中市,潭子區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B01,,,1,,2,,,8,8,1,13,4,120.705416,24.213941,3
3874,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,33,臺中市,南屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,6,1,8,2,8,,48,48,1,6,4,120.648343,24.136906,2
3875,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,35,臺中市,北區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,4,4,5,5,5,2,17,3,10,2,1,C03,7,6,1,10,2,16,,85,85,1,12,4,120.695215,24.155609,2
3876,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,35,臺中市,南區,0,1,0,5,2,6,40,13,8,1,4,4,6,6,4,4,9,5,4,2,17,3,10,3,1,B03,7,1,1,8,2,16,,51,51,1,12,4,120.658569,24.113233,2
3877,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,35,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,13,4,120.629711,24.163962,3
3878,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,36,臺中市,大甲區,0,1,0,7,2,6,40,7,9,1,5,4,6,6,1,1,4,1,5,2,13,3,10,3,1,B03,7,9,1,8,2,5,,7,7,1,12,4,120.625878,24.347026,2
3879,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,38,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,11,,,,,B03,,,1,,2,,,8,8,1,13,4,120.667111,24.112556,3
3880,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,38,臺中市,大里區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,14,,1,1,1,12,4,120.696346,24.090751,2
3881,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,38,臺中市,大里區,0,2,0,7,2,6,50,5,2,1,5,4,6,6,1,1,2,3,4,2,17,2,9,2,1,C03,7,9,1,10,2,11,,8,8,1,6,4,120.687556,24.086301,2
3882,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,38,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,11,,,,,B03,,,1,,2,,,85,85,1,12,4,120.706008,24.149216,3
3883,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,39,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,13,4,120.655291,24.159424,3
3884,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,39,臺中市,清水區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,39,39,1,13,4,120.54708,24.275647,3
3885,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,40,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,59,59,1,12,4,120.648343,24.136906,3
3886,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,41,臺中市,烏日區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,4,4,2,17,2,9,1,1,C04,7,6,1,10,2,12,,38,38,1,13,4,120.60728,24.110265,2
3887,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,43,臺中市,西屯區,0,1,0,7,1,9,40,3,4,1,5,4,6,6,1,1,5,5,4,2,18,2,9,5,4,C03,7,5,1,10,2,12,,59,59,1,12,4,120.653908,24.162473,2
3888,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,45,臺中市,南屯區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,2,9,5,4,C03,7,9,1,10,2,11,,7,7,1,13,4,120.646391,24.142313,2
3889,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,46,臺中市,西屯區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,4,4,4,2,13,2,9,5,4,C03,7,9,1,10,2,11,,7,7,1,13,4,120.618106,24.161064,2
3890,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,47,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,84,84,1,6,4,120.683858,24.132758,3
3891,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,48,臺中市,大里區,0,0,0,7,,,30,,,,,,,,,,,,,,11,,,,,B12,,,1,,2,,,8,8,1,6,4,120.706591,24.097553,3
3892,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,50,臺中市,西區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,2,1,C04,7,9,1,10,1,12,,4,4,1,12,4,120.675897,24.135894,2
3893,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,51,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,C03,,,3,,2,,,15,15,1,12,4,120.662345,24.226494,3
3894,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,51,臺中市,太平區,0,1,0,7,2,6,40,13,9,1,5,4,6,6,4,4,9,4,5,1,12,3,10,3,1,B11,7,4,1,4,2,2,,1,1,2,12,4,120.734129,24.127461,2
3895,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,52,臺中市,大雅區,0,1,0,7,2,6,50,11,7,1,5,4,6,6,4,4,1,4,4,1,12,3,10,3,1,B03,7,9,1,8,2,2,,85,85,1,13,4,120.672022,24.2157,2
3896,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,52,臺中市,西屯區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,5,5,5,2,16,3,10,5,4,C03,7,6,1,10,2,11,,12,12,1,12,4,120.658671,24.175817,2
3897,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,53,臺中市,烏日區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,10,4,5,1,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.659648,24.059141,2
3898,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,55,臺中市,神岡區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,16,3,10,5,4,B03,7,1,1,8,2,4,,51,51,1,12,4,120.67304,24.254142,2
3899,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,56,臺中市,南區,0,2,0,7,3,6,30,3,2,1,5,4,6,6,4,4,5,5,4,2,16,3,10,2,1,C03,7,6,1,9,2,14,,48,48,1,13,4,120.659639,24.125666,2
3900,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,57,臺中市,北區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,4,4,5,5,5,2,15,2,9,2,1,C03,7,9,1,10,2,11,,15,15,1,12,4,120.678479,24.172175,2
3901,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,7,58,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,13,4,120.649908,24.156176,3
3902,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,1,臺中市,南屯區,0,2,0,7,2,6,30,5,2,1,5,4,6,6,4,4,10,4,5,2,17,2,9,2,1,C03,7,9,1,10,2,14,,20,20,1,12,4,120.630552,24.126097,2
3903,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,1,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,51,51,1,6,4,120.70385,24.115103,3
3904,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,2,臺中市,神岡區,0,1,0,6,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,2,1,C03,7,9,1,10,2,11,,6,6,1,6,4,120.655728,24.265197,2
3905,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,6,臺中市,石岡區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,12,4,120.791415,24.272763,3
3906,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,12,臺中市,中區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,13,,48,48,1,13,4,120.67724,24.145728,2
3907,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,13,臺中市,中區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,6,4,120.679497,24.142426,3
3908,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,13,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,6,4,120.649302,24.143641,3
3909,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,14,臺中市,北屯區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,1,4,4,2,16,3,10,3,1,B03,7,5,5,8,2,5,,85,85,1,6,4,120.686252,24.194619,2
3910,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,16,臺中市,豐原區,0,1,0,6,1,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,3,10,3,1,B03,7,1,1,8,2,4,,51,51,1,6,4,120.718737,24.267664,2
3911,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,17,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,12,4,120.655048,24.123612,3
3912,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,17,臺中市,后里區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,11,3,10,3,1,B03,7,9,1,8,2,8,,39,39,1,6,4,120.700985,24.319346,3
3913,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,17,臺中市,神岡區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,3,5,2,12,2,9,5,4,C03,7,9,1,10,2,11,,7,7,1,12,4,120.695625,24.239283,2
3914,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,17,臺中市,豐原區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,5,1,13,3,10,1,4,C03,7,15,1,10,2,13,,84,84,1,12,4,120.725004,24.245231,2
3915,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,19,臺中市,大里區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,4,4,5,5,5,2,17,3,10,3,1,B03,7,9,1,10,2,4,,6,6,1,6,4,120.706123,24.083303,2
3916,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,21,臺中市,西區,0,2,0,6,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,8,2,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.652997,24.146726,2
3917,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,21,臺中市,南屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,9,5,5,2,17,2,9,2,1,C03,7,9,1,10,2,11,,59,59,1,13,4,120.637724,24.142453,2
3918,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,24,臺中市,太平區,0,0,0,7,,,80,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,12,4,120.714669,24.148954,3
3919,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,28,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,13,4,120.653327,24.167679,3
3920,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,29,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,40,40,1,13,4,120.733832,24.159683,3
3921,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,29,臺中市,梧棲區,0,2,0,7,2,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,21,21,1,12,4,120.518393,24.225264,2
3922,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,35,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,15,,,,,B03,,,1,,2,,,15,15,1,12,4,120.660184,24.155275,3
3923,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,40,臺中市,霧峰區,0,1,0,6,2,6,50,4,1,1,5,4,6,6,1,1,5,5,5,2,16,2,9,5,4,C03,7,6,1,10,2,14,,11,11,1,12,4,120.696039,24.065605,2
3924,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,41,臺中市,北屯區,0,2,0,7,2,6,50,4,8,1,5,4,6,6,4,4,5,4,4,2,16,2,9,2,1,C03,7,15,1,10,2,12,,13,13,1,6,4,120.69331,24.164903,2
3925,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,43,臺中市,北區,0,1,0,7,2,6,50,4,2,5,5,4,6,6,4,4,10,5,5,2,12,3,10,3,1,B03,7,5,1,8,2,2,,84,84,1,13,4,120.667301,24.171513,2
3926,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,44,臺中市,北區,0,0,0,7,3,6,50,4,2,1,5,4,6,6,1,1,10,5,5,2,17,,,,,B12,,,1,,1,,,59,59,1,13,4,120.676962,24.159185,3
3927,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,44,臺中市,烏日區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,3,10,5,4,B03,7,3,1,8,2,2,,50,50,1,12,4,120.612372,24.110507,2
3928,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,46,臺中市,北區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,4,4,9,5,5,2,15,2,9,5,4,C03,7,9,1,10,2,11,,15,15,1,13,4,120.679222,24.160379,2
3929,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,48,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,84,84,1,13,4,120.623032,24.140053,3
3930,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,54,臺中市,西區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,1,1,C03,7,15,1,10,2,12,,84,84,1,6,4,120.663171,24.153881,2
3931,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,54,臺中市,東區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,2,1,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,14,,48,48,1,12,4,120.694386,24.142894,2
3932,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,56,臺中市,北區,0,1,0,7,2,6,50,3,8,1,5,4,6,6,1,1,5,4,4,2,17,3,10,5,4,B03,7,7,1,8,2,16,,40,40,1,13,4,120.672322,24.144833,2
3933,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,56,臺中市,南區,0,0,0,7,3,6,40,13,8,1,5,4,6,6,4,4,5,5,4,2,13,3,10,3,1,B03,7,9,1,8,5,5,,53,53,1,13,4,120.650579,24.10765,3
3934,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,8,56,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B12,,,1,,2,,,49,49,1,6,4,120.645079,24.056412,3
3935,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,0,臺中市,西屯區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,1,4,1,2,16,3,10,5,4,B03,7,5,1,8,2,6,,20,20,1,12,4,120.64519,24.16251,2
3936,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,4,臺中市,西屯區,0,2,0,7,2,6,0,13,21,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,1,1,10,2,14,,39,39,1,13,4,120.595222,24.182602,2
3937,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,12,臺中市,沙鹿區,0,1,0,7,2,6,40,3,1,1,5,4,6,6,1,1,10,5,5,2,18,2,9,2,1,C03,7,5,1,10,2,12,,59,59,1,12,4,120.580449,24.21909,2
3938,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,14,臺中市,潭子區,0,2,0,7,3,6,60,4,1,1,5,4,6,6,1,1,3,4,5,1,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.70359,24.201162,2
3939,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,14,臺中市,西屯區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,1,1,3,4,4,2,16,3,10,5,4,B03,7,5,1,8,2,6,,47,47,1,12,4,120.656153,24.192059,2
3940,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,16,臺中市,沙鹿區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,7,1,4,2,2,,40,40,1,6,4,120.580385,24.219174,2
3941,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,17,臺中市,大甲區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,4,1,17,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.618214,24.353561,2
3942,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,20,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B12,,,1,,2,,,49,49,1,6,4,120.684881,24.1866,3
3943,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,29,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,40,40,1,6,4,120.686226,24.192681,3
3944,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,29,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.649586,24.162717,3
3945,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,30,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,84,84,1,12,4,120.713531,24.173063,3
3946,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,33,臺中市,西區,0,2,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,11,,14,14,1,13,4,120.672121,24.137111,2
3947,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,33,臺中市,大里區,0,1,0,6,3,6,50,4,1,1,5,4,6,6,1,1,5,4,5,1,16,3,10,3,1,B03,7,6,1,8,2,8,,11,11,1,13,4,120.689072,24.119002,2
3948,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,39,臺中市,烏日區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,5,1,13,3,10,3,1,A02,7,1,1,2,2,5,,51,51,1,6,4,120.627742,24.104349,2
3949,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,42,臺中市,豐原區,0,1,0,6,2,6,60,5,1,1,5,4,6,6,1,1,1,2,5,1,12,3,10,5,4,B03,7,5,1,8,2,6,,38,38,1,13,4,120.703172,24.246684,2
3950,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,44,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,2,,,7,7,1,13,4,120.686924,24.15575,3
3951,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,44,臺中市,西屯區,0,2,0,7,3,6,50,13,8,1,5,4,6,6,2,1,1,3,1,2,13,2,9,5,4,C03,7,9,1,10,2,11,,58,58,1,13,4,120.635172,24.179435,2
3952,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,51,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,6,4,120.671468,24.193106,3
3953,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,53,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,51,51,1,12,4,120.686485,24.121083,3
3954,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,55,臺中市,大里區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,12,4,120.691407,24.091933,2
3955,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,57,臺中市,中區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,17,2,9,2,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.684078,24.142146,2
3956,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,9,58,臺中市,太平區,0,1,0,6,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,4,7,14,14,1,12,4,120.72791,24.15565,2
3957,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,6,臺中市,大里區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,5,4,2,12,3,10,3,1,B03,7,4,1,8,2,2,,34,34,1,6,4,120.720026,24.085738,2
3958,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,8,臺中市,大甲區,0,0,0,7,2,6,50,13,14,1,5,4,6,6,4,4,9,5,4,1,17,,,,,A41,,,1,,2,,,8,8,1,12,4,120.638282,24.341349,3
3959,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,9,臺中市,大甲區,0,1,0,7,2,6,40,7,9,1,5,4,6,6,4,4,4,1,5,2,12,2,9,1,1,C03,7,9,1,10,2,14,,85,85,1,12,4,120.627746,24.346617,2
3960,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,11,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,13,4,120.676651,24.100662,3
3961,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,14,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,39,39,1,6,4,120.709495,24.088241,3
3962,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,15,臺中市,大雅區,0,0,0,7,,,70,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.643033,24.22852,3
3963,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,20,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,51,51,1,12,4,120.663118,24.172472,3
3964,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,21,臺中市,西屯區,0,2,0,7,3,6,50,13,8,1,5,4,6,6,4,4,5,5,4,2,17,2,9,1,1,C03,7,1,1,10,2,14,,51,51,1,13,4,120.611067,24.192098,2
3965,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,27,臺中市,梧棲區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,8,,14,14,1,12,4,120.535276,24.252244,2
3966,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,30,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,59,59,1,13,4,120.68199,24.159448,3
3967,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,30,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,7,7,1,12,4,120.63675,24.135747,3
3968,66000,387130000C,(04)23274275,(04)23288582,2025,03,11,10,30,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,59,1,13,4,120.70273,24.249321,3
